air_quality,smoke,alcohol,flamable_gas,MQ136_raw,MQ7_raw,t,h,timestamp,dt_s,elapsed_s,is_warmup,air_quality_ppm,smoke_ppm,alcohol_ppm,flamable_gas_ppm,MQ136_ppm,MQ7_ppm
10.0,250.0,25.0,762.0,632.0,121.0,27.5,75.7,2023-03-20 16:57:55,7.0,129.0,True,2.7013551969366945,5.341991826826339,1.3770362008979468e-05,6676.314692234946,265.5121768641633,0.6567490118050727
10.0,248.0,25.0,745.0,610.0,120.0,27.6,75.6,2023-03-20 16:58:01,6.0,135.0,True,2.698891383008694,5.2224319165088176,1.3759390483685205e-05,6195.525428873974,245.21928755103332,0.6471242832459531
10.0,265.0,25.0,702.0,593.0,119.0,27.6,75.4,2023-03-20 16:58:08,7.0,142.0,True,2.7021767933055743,6.277665592917496,1.3774020350134312e-05,5112.981938070716,230.51805955536076,0.6382949640701603
10.0,255.0,25.0,680.0,581.0,120.0,27.6,75.1,2023-03-20 16:58:14,6.0,148.0,True,2.707109785686241,5.649471615652987,1.3795982642827605e-05,4622.076029056963,220.61173163162644,0.6481687188860417
10.0,255.0,25.0,649.0,559.0,122.0,27.6,75.0,2023-03-20 16:58:21,7.0,155.0,True,2.708755417472274,5.65195531386462,1.3803308072855012e-05,3982.227725442954,202.72732441908784,0.6670938186865095
10.0,248.0,25.0,634.0,540.0,119.0,27.7,74.8,2023-03-20 16:58:27,6.0,161.0,True,2.707932520249861,5.235079574002513,1.3799645066192915e-05,3694.9679481363255,187.8978114266299,0.6390157278424958
10.0,253.0,25.0,613.0,535.0,120.0,27.7,74.6,2023-03-20 16:58:33,6.0,167.0,True,2.711225085241144,5.534370198025649,1.3814300592931712e-05,3324.007715941294,184.26992319455107,0.648691152202754
10.0,250.0,25.0,591.0,525.0,120.0,27.7,74.5,2023-03-20 16:58:40,7.0,174.0,True,2.7128723439872666,5.3584549166037645,1.38216318567011e-05,2963.137987570736,176.9132556250693,0.6489001657438191
10.0,250.0,25.0,567.0,523.0,119.0,27.7,74.4,2023-03-20 16:58:46,6.0,180.0,True,2.71452025372582,5.360808924229168,1.3828965454400674e-05,2602.56471129901,175.5210905258147,0.6398397976867763
10.0,260.0,25.0,540.0,501.0,120.0,27.7,74.3,2023-03-20 16:58:53,7.0,187.0,True,2.7161688145758784,5.975658984108699,1.383630138627807e-05,2235.734295656284,159.9421313222116,0.6493182617519603
10.0,255.0,25.0,523.0,494.0,119.0,27.8,74.1,2023-03-20 16:58:59,6.0,193.0,True,2.7153444527544677,5.661895749807709,1.3832633128551669e-05,2023.387041932537,155.11022024036907,0.6399428318967646
10.0,260.0,25.0,511.0,489.0,123.0,27.9,74.1,2023-03-20 16:59:06,7.0,200.0,True,2.711225085241144,5.96779044891321,1.3814300592931712e-05,1880.1050981759727,151.5781825957361,0.6768784347224284
10.0,262.0,25.0,492.0,475.0,119.0,27.9,74.0,2023-03-20 16:59:12,6.0,206.0,True,2.7128723439872666,6.098917365197848,1.38216318567011e-05,1673.3696090922242,142.4270441123715,0.6396337462513643
10.0,253.0,25.0,472.0,482.0,120.0,27.9,73.9,2023-03-20 16:59:18,6.0,212.0,True,2.71452025372582,5.539234359363282,1.3828965454400674e-05,1473.666597338702,147.0525067032093,0.6491092022610044
10.0,262.0,25.0,448.0,463.0,120.0,27.9,73.7,2023-03-20 16:59:25,7.0,219.0,True,2.717818026656513,6.106957084324701,1.3843639652580858e-05,1257.5438035243135,134.96430600648955,0.6495273442143374
10.0,260.0,25.0,434.0,453.0,122.0,27.9,73.5,2023-03-20 16:59:31,6.0,225.0,True,2.7211184049857926,5.983532878642296,1.3858323189452888e-05,1142.8680639991549,128.89084101956962,0.668706981022224
10.0,248.0,25.0,424.0,455.0,120.0,28.0,73.5,2023-03-20 16:59:38,7.0,232.0,True,2.716993339204931,5.247743045913119,1.3839970227610813e-05,1063.0909955473348,129.97997648816298,0.6494228001118679
10.0,255.0,25.0,402.0,448.0,120.0,28.0,73.3,2023-03-20 16:59:44,6.0,238.0,True,2.720293066095264,5.669357002251123,1.385465142962422e-05,905.6558563954256,125.83521454378672,0.649841010974182
10.0,262.0,25.0,385.0,438.0,120.0,28.0,73.2,2023-03-20 16:59:51,7.0,245.0,True,2.721943906773265,6.113661032370547,1.3861995533073565e-05,795.4189165133223,119.95150351949965,0.6500501508548411
10.0,255.0,25.0,383.0,441.0,120.0,28.1,73.1,2023-03-20 16:59:57,6.0,251.0,True,2.719467890086796,5.6681131074583675,1.3850980253556621e-05,782.3492247154265,121.63938964921564,0.649736449645788
10.0,245.0,25.0,371.0,436.0,120.0,28.1,72.9,2023-03-20 17:00:03,6.0,257.0,True,2.7227695714725653,5.084230346725266,1.3865668460517184e-05,711.7795030917674,118.80873921039762,0.6501547294065195
10.0,260.0,25.0,356.0,426.0,121.0,28.1,72.7,2023-03-20 17:00:10,7.0,264.0,True,2.726073859685669,5.9914121327526635,1.3880366009139762e-05,629.6839988689956,113.16283306131888,0.6599296547318597
10.0,250.0,25.0,344.0,419.0,120.0,28.2,72.7,2023-03-20 17:00:16,6.0,270.0,True,2.721943906773265,5.371408572329802,1.3861995533073565e-05,567.5038826354852,109.12613006950505,0.6500501508548411
10.0,255.0,25.0,327.0,414.0,120.0,28.2,72.6,2023-03-20 17:00:23,7.0,277.0,True,2.723595399098572,5.6743339923324525,1.3869341971814678e-05,488.2416026436891,106.41864497631923,0.6502593136987064
10.0,255.0,25.0,310.0,409.0,122.0,28.2,72.6,2023-03-20 17:00:29,6.0,283.0,True,2.723595399098572,5.6743339923324525,1.3869341971814678e-05,416.67103122913625,103.70619198358068,0.669029773006059
10.0,253.0,25.0,305.0,409.0,121.0,28.2,72.5,2023-03-20 17:00:36,7.0,290.0,True,2.725247543190242,5.555058139293193,1.3876690746095034e-05,397.31111548491856,103.74905009543708,0.6598235488391326
10.0,250.0,25.0,298.0,407.0,119.0,28.2,72.3,2023-03-20 17:00:42,6.0,296.0,True,2.7285537871488823,5.380839567785035,1.3891395302263253e-05,371.3736735230943,102.75966926534353,0.6415921489743474
10.0,262.0,25.0,286.0,397.0,121.0,28.3,72.3,2023-03-20 17:00:48,6.0,302.0,True,2.724421389666172,6.117685226180593,1.387301606699699e-05,328.4511316055476,97.37887894531588,0.6597174487685822
10.0,255.0,25.0,279.0,395.0,120.0,28.3,72.3,2023-03-20 17:00:55,7.0,309.0,True,2.724421389666172,5.675578592585596,1.387301606699699e-05,305.32430811911667,96.34290392761703,0.6503639037311083
10.0,255.0,25.0,264.0,390.0,121.0,28.3,72.1,2023-03-20 17:01:01,6.0,315.0,True,2.727726981650106,5.680558404560805,1.3887718287192945e-05,259.84966179385793,93.8579727443269,0.6601418839826537
10.0,250.0,25.0,255.0,380.0,120.0,28.3,71.9,2023-03-20 17:01:08,7.0,322.0,True,2.7310351818899994,5.384378395888804,1.3902429852020137e-05,234.99795344826876,88.9194579323095,0.6512008306029005
10.0,262.0,25.0,250.0,380.0,119.0,28.4,71.7,2023-03-20 17:01:14,6.0,328.0,True,2.730207887253948,6.12708033480048,1.3898751084645928e-05,221.69517562596232,88.90110456884318,0.6417984154505043
10.0,241.0,25.0,255.0,385.0,121.0,28.4,71.6,2023-03-20 17:01:21,7.0,335.0,True,2.7318626396015704,4.873755778780414,1.3906109203557484e-05,235.06711359000778,91.42687644441318,0.6606725589769221
10.0,253.0,25.0,240.0,371.0,120.0,28.4,71.4,2023-03-20 17:01:27,6.0,341.0,True,2.7351741015006428,5.569685415803217,1.392083245195658e-05,197.1050819573769,84.62484222377442,0.6517240963785946
10.0,241.0,25.0,240.0,378.0,120.0,28.4,71.3,2023-03-20 17:01:33,6.0,347.0,True,2.7368308112901603,4.880164819117962,1.3928197581938735e-05,197.22104795903286,88.06200129059405,0.6519334428437287
10.0,253.0,25.0,223.0,371.0,122.0,28.5,71.1,2023-03-20 17:01:40,7.0,354.0,True,2.7360023748130047,5.570905253021616,1.3924514724773352e-05,159.1554716183373,84.64230167522855,0.6706445300606906
10.0,243.0,25.0,221.0,373.0,123.0,28.5,71.0,2023-03-20 17:01:46,6.0,360.0,True,2.737659410946991,4.99184894721312,1.3931881023483635e-05,155.12957927441985,85.64178256277955,0.6803708416769352
10.0,250.0,25.0,214.0,371.0,119.0,28.5,70.9,2023-03-20 17:01:53,7.0,367.0,True,2.7393170998591856,5.396183175626115,1.3939249659835645e-05,141.3587179681169,84.71215702809324,0.6429332854067297
10.0,253.0,25.0,199.0,368.0,120.0,28.5,70.9,2023-03-20 17:01:59,6.0,373.0,True,2.7393170998591856,5.575785982736593,1.3939249659835645e-05,114.50008465058562,83.27625600712162,0.6522475055571778
10.0,262.0,25.0,202.0,366.0,122.0,28.5,70.7,2023-03-20 17:02:06,7.0,380.0,True,2.742634436494296,6.147237806404787,1.3953993946453703e-05,119.71161347645982,82.39457205394586,0.6715062768160539
10.0,250.0,25.0,204.0,371.0,124.0,28.5,70.6,2023-03-20 17:02:12,6.0,386.0,True,2.7442940844552455,5.40327245808915,1.3961369597214112e-05,123.25084697031265,84.81699269751431,0.6908350140198208
10.0,250.0,25.0,199.0,368.0,120.0,28.6,70.6,2023-03-20 17:02:18,6.0,392.0,True,2.7401461891443057,5.397364388599396,1.3942934854704553e-05,114.53374650872102,83.29342813946305,0.652352204598024
10.0,255.0,25.0,185.0,356.0,122.0,28.6,70.7,2023-03-20 17:02:25,7.0,399.0,True,2.7384881737983737,5.696758385310766,1.3935565049438975e-05,92.70185822489952,77.6541640481871,0.6709676408417699
10.0,248.0,25.0,185.0,364.0,122.0,28.6,70.7,2023-03-20 17:02:31,6.0,405.0,True,2.7384881737983737,5.277737761654031,1.3935565049438975e-05,92.70185822489952,81.36639586393366,0.6709676408417699
10.0,253.0,25.0,185.0,354.0,122.0,28.6,70.6,2023-03-20 17:02:38,7.0,412.0,True,2.7401461891443057,5.577006510380797,1.3942934854704553e-05,92.7563759237474,76.77292277144826,0.6711830775321141
10.0,253.0,25.0,170.0,359.0,120.0,28.6,70.5,2023-03-20 17:02:44,6.0,418.0,True,2.7418048574469838,5.579447979934906,1.395030699798268e-05,72.73682057718828,79.10006543870263,0.6525616198825082
10.0,262.0,25.0,163.0,347.0,121.0,28.7,70.4,2023-03-20 17:02:51,7.0,425.0,True,2.7393170998591856,6.141859134362895,1.3939249659835645e-05,64.39563279555779,73.60878385886949,0.6616281405890558
10.0,255.0,25.0,153.0,347.0,119.0,28.7,70.3,2023-03-20 17:02:57,6.0,431.0,True,2.7409754416686134,5.70050022903509,1.3946620634076605e-05,53.725304551991655,73.63914265075945,0.6431396988959117
10.0,262.0,25.0,151.0,347.0,120.0,28.7,70.2,2023-03-20 17:03:03,6.0,437.0,True,2.742634436494296,6.147237806404787,1.3953993946453703e-05,51.76661840792239,73.66950754133833,0.6526663361255616
10.0,250.0,25.0,153.0,344.0,120.0,28.7,70.1,2023-03-20 17:03:10,7.0,444.0,True,2.7442940844552455,5.40327245808915,1.3961369597214112e-05,53.78848779113292,72.37147382150498,0.6528757858118306
10.0,255.0,25.0,156.0,347.0,121.0,28.7,70.0,2023-03-20 17:03:16,6.0,450.0,True,2.74595438567048,5.7079877266472785,1.3968747586604993e-05,56.90313381615622,73.73025561830491,0.662477942038044
10.0,250.0,25.0,144.0,339.0,122.0,28.8,69.8,2023-03-20 17:03:23,7.0,457.0,True,2.7451241533986384,5.404454472918696,1.3965058299565302e-05,45.225432969655714,70.20182427666796,0.671829529190887
10.0,253.0,25.0,139.0,335.0,121.0,28.8,69.7,2023-03-20 17:03:29,6.0,463.0,True,2.7467847812856445,5.586775702796444,1.3972437458364078e-05,40.90051390941638,68.50919203872482,0.6625841933886932
10.0,253.0,25.0,139.0,339.0,120.0,28.8,69.6,2023-03-20 17:03:36,7.0,470.0,True,2.7484460626054483,5.589219381843932,1.3979818956164e-05,40.92454197001132,70.25969453871488,0.6533995103481548
10.0,248.0,25.0,136.0,330.0,120.0,28.8,69.4,2023-03-20 17:03:42,6.0,476.0,True,2.7517705860194672,5.296239973646175,1.3994588969755548e-05,38.49514181829332,66.47266189668386,0.653818593144907
10.0,245.0,25.0,139.0,337.0,118.0,28.8,69.2,2023-03-20 17:03:48,6.0,482.0,True,2.7550977245926944,5.127820205692827,1.4009368342316284e-05,41.0207445905866,69.509971197465,0.6356189384484625
10.0,248.0,25.0,129.0,332.0,119.0,28.9,69.2,2023-03-20 17:03:55,7.0,489.0,True,2.7509392100319747,5.2950826048201955,1.3990895589031497e-05,33.09355300704079,67.30285736476444,0.6443786545339708
10.0,250.0,25.0,134.0,335.0,121.0,28.9,69.0,2023-03-20 17:04:01,6.0,495.0,True,2.754265694726152,5.417465456908435,1.400567262166467e-05,36.93219270061031,68.63626570303614,0.663540717159849
10.0,241.0,25.0,131.0,327.0,121.0,28.9,68.9,2023-03-20 17:04:08,7.0,502.0,True,2.7559299179661845,4.90477314109449,1.4013064648026964e-05,34.64006140719465,65.28479915971278,0.6637533419352765
10.0,245.0,25.0,117.0,325.0,121.0,28.9,68.8,2023-03-20 17:04:14,6.0,508.0,True,2.757594795293502,5.131181239574531,1.4020459014749026e-05,25.11362431842246,64.48115901979978,0.6639659899555398
10.0,241.0,25.0,115.0,310.0,121.0,28.9,68.7,2023-03-20 17:04:21,7.0,515.0,True,2.7592603268270848,4.909059380640802,1.4027855722077783e-05,23.925058087966953,58.463034838236794,0.6641786612182747
10.0,250.0,25.0,124.0,325.0,121.0,28.9,68.6,2023-03-20 17:04:27,6.0,521.0,True,2.7609265126859213,5.426938148579034,1.403525477026016e-05,29.669236483351185,64.53422937037517,0.6643913557211183
10.0,253.0,25.0,112.0,318.0,123.0,28.9,68.6,2023-03-20 17:04:33,6.0,527.0,True,2.7609265126859213,5.6075645828154235,1.403525477026016e-05,22.20508999538929,61.67133643327261,0.6834317250438865
10.0,241.0,25.0,124.0,325.0,122.0,28.9,68.6,2023-03-20 17:04:40,7.0,534.0,True,2.7609265126859213,4.911203226174291,1.403525477026016e-05,29.669236483351185,64.53422937037517,0.6738780265970538
10.0,238.0,25.0,117.0,318.0,120.0,28.9,68.5,2023-03-20 17:04:46,6.0,540.0,True,2.762593352988987,4.749788790977672,1.404265615954303e-05,25.157841142701873,61.69670206724323,0.6551812453330651
10.0,238.0,25.0,117.0,313.0,122.0,29.0,68.4,2023-03-20 17:04:53,7.0,547.0,True,2.76009333795841,4.746679545089998,1.4031554953546834e-05,25.13572650513936,59.658003291434675,0.6737701578946235
10.0,241.0,25.0,102.0,305.0,121.0,29.0,68.1,2023-03-20 17:04:59,6.0,553.0,True,2.765094840786775,4.916564956866281,1.4053762633570785e-05,17.049193610958753,56.60221179736866,0.6649231936381981
10.0,238.0,25.0,102.0,301.0,121.0,29.0,67.9,2023-03-20 17:05:05,6.0,559.0,True,2.7684324495157115,4.757047790901167,1.4068579461763357e-05,17.0691828790713,55.1174518933023,0.6653487685169244
10.0,238.0,25.0,100.0,298.0,120.0,29.0,67.8,2023-03-20 17:05:12,7.0,566.0,True,2.770102236290087,4.75912284335809,1.4075991389053003e-05,16.14602892055047,54.006259701822344,0.656125186885593
10.0,238.0,25.0,107.0,305.0,122.0,29.0,67.7,2023-03-20 17:05:18,6.0,572.0,True,2.7717726781630154,4.76119836359601,1.4083405658800578e-05,19.57640499529689,56.69531341452516,0.6752808558269775
10.0,243.0,25.0,100.0,305.0,120.0,29.0,67.8,2023-03-20 17:05:25,7.0,579.0,True,2.770102236290087,5.034565114442853,1.4075991389053003e-05,16.14602892055047,56.67203102175421,0.656125186885593
10.0,241.0,25.0,100.0,303.0,120.0,29.1,68.0,2023-03-20 17:05:31,6.0,585.0,True,2.762593352988987,4.913347555557526,1.404265615954303e-05,16.103514395716488,55.79989059113921,0.6551812453330651
10.0,241.0,25.0,100.0,308.0,119.0,29.1,68.0,2023-03-20 17:05:38,7.0,592.0,True,2.762593352988987,4.913347555557526,1.404265615954303e-05,16.103514395716488,57.729275165721596,0.6458251308129126
10.0,238.0,25.0,100.0,305.0,119.0,29.1,67.9,2023-03-20 17:05:44,6.0,598.0,True,2.764260847855258,4.751862206255442,1.4050059890173268e-05,16.112955865787615,56.590579336649895,0.6460318606150961
10.0,241.0,25.0,100.0,308.0,120.0,29.1,67.7,2023-03-20 17:05:50,6.0,604.0,False,2.767597801753306,4.9197834468771395,1.4064874376463143e-05,16.13184943725166,57.8005071601869,0.6558104881761189
10.0,245.0,25.0,100.0,305.0,119.0,29.1,67.6,2023-03-20 17:05:57,7.0,611.0,False,2.7692672610230153,5.146881116734925,1.4072285132616367e-05,16.1413015398099,56.66039157247387,0.6466521854717983
10.0,243.0,25.0,100.0,298.0,121.0,29.1,67.5,2023-03-20 17:06:03,6.0,617.0,False,2.7709373753317976,5.035662874823838,1.4079698231104132e-05,16.1507571876958,54.01735275799967,0.6656680106481999
10.0,236.0,25.0,100.0,296.0,120.0,29.1,67.2,2023-03-20 17:06:10,7.0,624.0,False,2.775951649682154,4.659244930200642,1.410195158304187e-05,16.179145409145256,53.33413511984155,0.6568596841962714
10.0,238.0,25.0,100.0,296.0,120.0,29.1,66.9,2023-03-20 17:06:16,6.0,630.0,False,2.780971823666463,4.772622086798034,1.4124226024871226e-05,16.20756555951542,53.399833105531805,0.6574894764751436
10.0,238.0,25.0,100.0,293.0,121.0,29.2,66.8,2023-03-20 17:06:23,7.0,637.0,False,2.7784609990193427,4.769505122495577,1.4113086167303909e-05,16.19335149223228,52.252336785819736,0.6666260505286127
10.0,238.0,25.0,100.0,289.0,121.0,29.2,66.9,2023-03-20 17:06:29,6.0,643.0,False,2.776787935562671,4.767427731064712,1.4105662525257782e-05,16.18387988316271,50.76531104064787,0.6664131121471332
10.0,250.0,25.0,100.0,298.0,120.0,29.2,67.1,2023-03-20 17:06:35,6.0,649.0,False,2.7734437752534546,5.444722503059724,1.4090822271252768e-05,16.16494730828843,54.05063858618001,0.6565448652977213
10.0,245.0,25.0,100.0,296.0,121.0,29.2,67.3,2023-03-20 17:06:42,7.0,656.0,False,2.770102236290087,5.148003485253457,1.4075991389053003e-05,16.14602892055047,53.257537270747264,0.6655615907981521
10.0,248.0,25.0,100.0,293.0,122.0,29.2,67.4,2023-03-20 17:06:48,6.0,662.0,False,2.7684324495157115,5.319414808741728,1.4068579461763357e-05,16.13657504540123,52.123762359125024,0.6748491100404505
10.0,250.0,25.0,100.0,298.0,119.0,29.2,67.3,2023-03-20 17:06:55,7.0,669.0,False,2.770102236290087,5.439977067714921,1.4075991389053003e-05,16.14602892055047,54.006259701822344,0.6467555926980526
10.0,245.0,25.0,100.0,298.0,120.0,29.2,67.3,2023-03-20 17:07:01,6.0,675.0,False,2.770102236290087,5.148003485253457,1.4075991389053003e-05,16.14602892055047,54.006259701822344,0.656125186885593
10.0,248.0,25.0,100.0,293.0,120.0,29.3,67.4,2023-03-20 17:07:08,7.0,682.0,False,2.764260847855258,5.313616196457611,1.4050059890173268e-05,16.112955865787615,52.07023522858001,0.6553909700445695
10.0,253.0,25.0,100.0,293.0,118.0,29.2,67.3,2023-03-20 17:07:14,6.0,688.0,False,2.770102236290087,5.6210374802656595,1.4075991389053003e-05,16.14602892055047,52.14518071337379,0.6374526439994438
10.0,255.0,25.0,100.0,293.0,120.0,29.3,67.3,2023-03-20 17:07:20,6.0,694.0,False,2.7659289974037087,5.737988523408705,1.4057465962397706e-05,16.122400879438445,52.09164286561374,0.6556007176596965
10.0,243.0,25.0,100.0,293.0,121.0,29.3,67.2,2023-03-20 17:07:27,7.0,701.0,False,2.767597801753306,5.031272575578174,1.4064874376463143e-05,16.13184943725166,52.11305478956736,0.6652423660863347
10.0,257.0,25.0,100.0,291.0,121.0,29.3,67.1,2023-03-20 17:07:33,6.0,707.0,False,2.7692672610230153,5.868216393125685,1.4072285132616367e-05,16.1413015398099,51.400184791583655,0.6654551767542954
10.0,255.0,25.0,100.0,293.0,121.0,29.3,67.0,2023-03-20 17:07:40,7.0,714.0,False,2.7709373753317976,5.745501425303092,1.4079698231104132e-05,16.1507571876958,52.15589149805363,0.6656680106481999
10.0,255.0,25.0,100.0,291.0,121.0,29.3,67.0,2023-03-20 17:07:46,6.0,720.0,False,2.7709373753317976,5.745501425303092,1.4079698231104132e-05,16.1507571876958,51.42130359296051,0.6656680106481999
10.0,250.0,25.0,100.0,286.0,120.0,29.3,66.9,2023-03-20 17:07:53,7.0,727.0,False,2.7726081447986117,5.443535943706402,1.4087113672173175e-05,16.16021638149195,49.630100168252625,0.6564399371099007
10.0,255.0,25.0,100.0,293.0,121.0,29.3,66.8,2023-03-20 17:07:59,6.0,733.0,False,2.774279569542413,5.7505128496251965,1.4094531456070195e-05,16.16967912178092,52.19874535367756,0.6660937481044084
10.0,250.0,25.0,100.0,296.0,120.0,29.3,66.7,2023-03-20 17:08:06,7.0,740.0,False,2.775951649682154,5.448282983201988,1.410195158304187e-05,16.179145409145256,53.33413511984155,0.6568596841962714
10.0,250.0,25.0,100.0,286.0,120.0,29.3,66.7,2023-03-20 17:08:12,6.0,746.0,False,2.775951649682154,5.448282983201988,1.410195158304187e-05,16.179145409145256,49.670870119624865,0.6568596841962714
10.0,243.0,25.0,100.0,293.0,122.0,29.3,66.7,2023-03-20 17:08:18,6.0,752.0,False,2.775951649682154,5.042252035147518,1.410195158304187e-05,16.179145409145256,52.22017871155332,0.675820670549109
10.0,250.0,25.0,100.0,286.0,119.0,29.3,66.6,2023-03-20 17:08:25,7.0,759.0,False,2.7776243853367792,5.450657305041925,1.4109374053334856e-05,16.18861524416746,49.69126121140457,0.6476865115959378
10.0,250.0,25.0,100.0,286.0,121.0,29.4,66.8,2023-03-20 17:08:31,6.0,765.0,False,2.770102236290087,5.439977067714921,1.4075991389053003e-05,16.14602892055047,49.59953340805625,0.6655615907981521
10.0,248.0,25.0,100.0,284.0,120.0,29.4,66.8,2023-03-20 17:08:38,7.0,772.0,False,2.770102236290087,5.321735169026813,1.4075991389053003e-05,16.14602892055047,48.88497123288168,0.656125186885593
10.0,248.0,25.0,100.0,293.0,121.0,29.4,66.8,2023-03-20 17:08:44,6.0,778.0,False,2.770102236290087,5.321735169026813,1.4075991389053003e-05,16.14602892055047,52.14518071337379,0.6655615907981521
10.0,253.0,25.0,100.0,286.0,120.0,29.4,66.6,2023-03-20 17:08:51,7.0,785.0,False,2.7734437752534546,5.625940859379447,1.4090822271252768e-05,16.16494730828843,49.64029112705887,0.6565448652977213
10.0,245.0,25.0,100.0,289.0,121.0,29.4,66.5,2023-03-20 17:08:57,6.0,791.0,False,2.7751155276803563,5.154740352921611,1.4098241226656283e-05,16.17441182204226,50.74447701426553,0.6662001969809916
10.0,250.0,25.0,100.0,289.0,122.0,29.4,66.6,2023-03-20 17:09:03,6.0,797.0,False,2.7734437752534546,5.444722503059724,1.4090822271252768e-05,16.16494730828843,50.72364715427182,0.6754967640524266
10.0,250.0,25.0,100.0,286.0,118.0,29.4,66.7,2023-03-20 17:09:10,7.0,804.0,False,2.7717726781630154,5.442349518031813,1.4083405658800578e-05,16.15548634131868,49.61991022881318,0.6376565003103156
