CH4_ppm,CO_ppm,CO2_ppm,H2_ppm,H2S_ppm,NH3_ppm,LPG_ppm,CNG_ppm,target_Methane,target_CO,target_CO2,target_H2,target_H2S,target_NH3,target_LPG,target_CNG
12676.690933729617,1.9516432937039678,5003.196415089345,4929.948435710334,0.4079569710122739,0.6014556276848655,6.959013609122561,0.09499794511078963,1,0,1,1,0,0,0,0
168.24955039749756,1.936225944660248,448.4239162491019,1.895025786468764,0.35946412996364213,0.30570670217600093,28.42464,21.42607,0,0,0,0,0,0,1,1
113.97524836093098,2.013577070885257,396.68022849593564,1.102207549137548,14.0,0.12508340304273086,7.020294157206544,2.5314134838496405,0,0,0,0,1,0,0,0
119.99082024751084,6484.522673828028,409.558312989182,1.6212514655096002,0.015113203040282908,0.16074211150816287,14.523206239573465,4.116964775798329,0,1,0,0,0,0,0,0
100.73622697510055,1.2251218181883303,403.5979962845683,0.24702501290784065,12.40928554534912,0.8205670543803277,1158225.0,22.61445,0,0,0,0,1,0,1,1
178.69243775021386,42.57811644381143,427.1031204007072,1.4066992207185987,0.0,24.5524959564209,10.390185555517164,1.910905051310201,0,1,0,0,1,1,0,0
23612.96555923225,5409.569023459961,726.3841075750723,0.9714265552101584,0.13154264728857962,0.5534703131067537,64.36238,22.1591,1,1,1,0,0,0,1,1
170.51653786263353,2.062741959458677,434.7351776746265,16056.657726717996,0.03433984012361946,0.4597877943910972,14.649852993761993,4.116990068460868,0,0,0,1,0,0,0,0
178.0729031021968,1.4950590695534112,401.48404799573836,0.34552937291954544,0.19345559709628146,0.3756991197556845,26.04176,21.57214,0,0,0,0,0,0,1,1
145.891577553834,2.0331673524802665,443.84557002878137,1.8475379412040294,23.11662101745605,0.7268890224988163,24.27952,22.3065,0,0,0,0,1,0,1,1
156.87411959528936,40.54918218840567,391.87479387905665,5566.790433866155,22.0,0.6947367521047282,13.23586003802658,0.5854279676856927,0,1,0,1,1,0,0,0
9564.42956932086,31.64424045950149,412.7910211930158,2790.820391476548,22.996938705444336,22.504653930664062,19.57639,23.01033,1,1,1,1,1,1,1,1
16143.153512210754,2.3190800525221906,792.8604520183891,0.3202249666262811,0.19296521632043712,0.40778534911119135,5.670025392635237,1.0868344804606467,1,0,1,0,0,0,0,0
15894.157270233676,42.64084804600548,445.21184580714487,29920.797422733616,0.15321278369707186,0.1004276640083614,11.068274290002005,1.9326929366484942,1,1,0,1,0,0,0,0
147.10962061431326,0.6404250285998376,444.0051390624257,1.611617974059166,0.12535098988061677,0.30923512052509045,13.934574882818664,2.9519390630089797,0,0,0,0,0,0,0,0
9457.593988611468,0.5835435199052231,441.37180546342404,0.24438193276487113,0.06115510754663911,0.9157725334554259,19.67195,22.12229,1,0,0,0,0,0,1,1
21769.65039903982,0.5688335901773427,425.1484404632331,1.0192790163845293,0.15879797513173705,27.789493560791016,934.7466,21.24386,1,0,0,0,0,1,1,1
22226.223849290585,1.742274953981107,190.60997563223523,0.222528269379119,0.03556625377194139,0.8713952631469793,7.948610836642162,3.3446894634313256,1,0,1,0,0,0,0,0
155.3579400657996,0.9521045548683775,433.76196462972996,1.618135477499019,0.24155331670463848,0.1593355090949843,13.058221665669961,3.1301334734444684,0,0,0,0,0,0,0,0
155.92071607454136,2.1863321327766085,394.5299660194464,0.1882418078063973,0.47877768897159795,0.6658021129939281,9.791570335462001,1.910627690424442,0,0,0,0,0,0,0,0
130.3950098062612,1.706905785232044,3999.5970947273127,1.3566728560232495,0.4076479822955733,0.6478445814909511,10.492015298972188,0.16596966440653949,0,0,1,0,0,0,0,0
20747.08177918097,0.7336922204860117,439.8320037301657,0.713585668049662,22.367584228515625,0.6927804273840843,12.660832824470827,1.2654453296993466,1,0,0,0,1,0,0,0
143.67173892323623,0.5145796007207442,355.6778377793212,1.855610648856421,0.13551436211796763,0.33828194894537,78.64771,20.45906,0,0,0,0,0,0,1,1
121.45846728195292,0.5918118646411453,406.3254218770567,0.6426665422654303,0.20878354471735272,0.9776196894518295,19.31164,22.77505,0,0,0,0,0,0,1,1
140.8528643724636,1.833341875457538,388.1197801807437,1.096085499594993,0.3652077207639352,22.770973205566406,19.85283,20.77206,0,0,0,0,0,1,1,1
185.34030732681663,35.3332795345206,405.5566045693089,1.2249110241446048,0.1668895751972463,0.16684173720168993,11.024513638382398,0.27449933985130126,0,1,0,0,0,0,0,0
17588.79753025577,1.3825360198024272,445.72680321591395,1.6729438106875072,0.06449856140541976,0.6851095764539615,12.761037436825193,0.5341357891293463,1,0,0,0,0,0,0,0
105.8302741689066,0.6972512179125419,428.56730070610075,17979.054861316527,12.836190223693848,0.12880855734310326,5.658944755001039,1.2573960182420951,0,0,0,1,1,0,0,0
128.13838920219965,2.836722145520727,5008.213044002477,10699.164500005129,0.4789595165991126,0.6703866701486735,7.573414346590236,4.868959460507086,0,0,1,1,0,0,0,0
129.35937577666837,1.5142841167513204,418.0813305403853,0.17423290079840825,0.3842770287150457,0.13715555480524247,10.063092207626074,3.860006832194286,0,0,0,0,0,0,0,0
166.1916514726895,1.5732715043058367,406.2910981725728,23075.38843948376,0.14872725817156607,0.18777331810153858,19.57639,23.01033,0,0,0,1,0,0,1,1
155.70321523412784,15.723194058088836,369.71811238148837,1.6344483780894827,0.1481025895472926,0.4336405390040905,13.121099134015509,3.697143976585195,0,1,0,0,0,0,0,0
178.38982091064133,2.415897399036909,395.6052260212111,22454.8540901888,0.017020612391483114,0.4059952369469977,6.980972246894205,4.468650342981066,0,1,0,1,0,0,0,0
13187.141973396305,2.276118708997684,361.0892645677098,0.7584356803343981,0.34191755852056455,27.522891998291016,20.48424,21.40175,1,0,0,0,0,1,1,1
140.63868614400707,2.162025390283376,395.6342837836807,1.7442192313461171,0.01845522834861618,0.5822789954709485,7.548408245843751,3.3275735959749317,0,0,0,0,0,0,0,0
181.40203846660347,0.9111612900271128,393.94027529997044,1.9990002873419086,24.058185577392575,0.5550765718621087,64.36238,22.1591,0,0,0,0,1,0,1,1
116.6972919907704,1.1714557785246014,419.8325422273504,17935.50574762803,0.431324492105654,0.6927007273643894,12.594791733694535,1.4341675229676794,0,0,0,1,0,0,0,0
16756.09077794966,1.8672995760443587,376.94276604331645,1.4215455826107557,16.747177124023438,0.6170106075678878,11.212699311655516,4.9690475119230495,1,0,0,0,1,0,0,0
109.00478607756418,1.4419155956916858,389.3015503308343,1.407375274523456,0.2913858614242885,0.7053443808646136,447.3762,21.38959,0,0,0,0,0,0,1,1
172.23593505964504,2.99482299437544,391.15861302275295,0.5604159502696218,0.06709825461689578,0.9506428913976964,19.2905,21.30455,0,0,0,0,0,0,1,1
146.18772302513872,26.441817098337744,367.17039098610957,0.7965454295483739,0.04945441207036999,0.18280845352391895,8.048686616972233,0.030415730522436735,0,1,0,0,0,0,0,0
116.12717790336018,2.7055734119782016,423.25177005731683,20013.393645707005,0.25676971513530306,0.7569850608353756,7.470176750291203,0.1993071114755779,0,0,0,1,0,0,0,0
150.10447751033635,1.011531927829352,99.91569818142696,1.42040504746287,0.48225060814123016,0.5548563287967242,14.529176945290782,4.614787817314014,0,0,1,0,0,0,0,0
115.23121027131684,0.0,912.5482216196144,1.7767032535092637,0.16614945796245784,0.41410912833424096,10.200868588465143,2.4213903322737456,0,1,1,0,0,0,0,0
169.6320375077736,1.3044885213876343,365.8401797995337,34935.23388598918,0.21496308478673182,0.20284010461694119,19.26937,21.06206,0,0,0,1,0,0,1,1
144.61562755740306,2.8362541380297888,428.7371757357186,24988.21663357897,0.17387913604885114,0.7455553700636299,6.016076094840964,0.3637480003524102,0,0,0,1,0,0,0,0
24814.19241723061,1.8779513037861664,419.2932477113386,35851.150700416554,0.13391696602159825,0.2169869874510873,19.71448,21.30455,1,0,0,1,0,0,1,1
8993.738960877854,2.1348650627639527,416.41903547601294,1.811458860701349,0.0865772205447648,0.6225948802543336,11.239625199546865,2.490091968276786,1,0,0,0,0,0,0,0
163.02825931188886,0.690051963072698,444.55641146369265,1.7646222078250309,0.2937246371301589,0.38240049075334426,11.330973234358465,2.741407559279634,0,0,0,0,0,0,0,0
136.18126105533904,1.7192179374206908,430.3562787685936,1.054582214892117,6.0,0.35129148159801415,13.897052467071076,4.287314967006218,0,0,0,0,1,0,0,0
108.7649919316101,1.9486826386679161,439.8726120880525,0.8076913232858262,0.2404877998313002,0.21178097207914465,14537.66,23.57028,0,0,0,0,0,0,1,1
14411.636386744398,40.498215362834166,1999.8597284777447,2603.6647187799,23.84457778930664,24.716501235961918,56.10899,21.68188,1,1,1,1,1,1,1,1
196.18976645495144,2.3394166306458937,403.10952196358926,1.87134363805469,20.436038970947266,0.5337327704866025,9.805472673906664,3.3849419823182068,0,0,1,0,1,0,0,0
190.8580690707607,1.6664499919194231,425.84027482217925,1.8145060458817919,0.275567197111824,0.6635476226643422,14.438245028860363,2.757341909885465,0,0,0,0,0,0,0,0
169.97071338107497,1.903276003870357,444.5399373998935,1.2581311409467464,22.0,0.37164006058060495,13.273485521546123,3.342492750426435,0,0,0,0,1,0,0,0
126.58699614595196,1.4023258273143435,402.4985665407962,0.9608606587958619,0.011982838417087138,0.4480764903339459,8.881923129370872,2.3189508292436334,0,0,0,0,0,0,0,0
196.91763773477237,2.1912632147833553,391.0497427241048,1.505414815748406,0.2959168095006889,22.814224243164062,13.997542449309492,4.656794543518798,0,0,0,0,0,1,0,0
24291.403852664924,0.7579287223330942,995.1922040100508,1.091643728508913,0.14821838916491703,0.7174507365743544,6.885168272237521,3.09383188866666,1,0,1,0,0,0,0,0
171.68901891589957,1.765568616298614,446.891456104727,0.8258470761001665,0.2871476422295534,0.9253113782609566,5.120327560210468,4.806430564387178,0,0,0,0,0,0,0,0
144.93615021437887,2.739101085825909,437.2420761403537,36042.12010391513,0.0,0.6928677457100142,10.705745623831255,1.5530536505779917,0,0,0,1,1,0,0,0
17524.994279688504,1.0879596595033578,407.46733005413057,1.2193423729140442,0.03266201102229338,26.667388916015625,13.221179079433231,1.80942680748899,1,0,0,0,0,1,0,0
109.63909621534992,2.6711200765859964,412.67298061419945,0.7536769943253204,0.2993305963953856,23.779386520385746,14.518489291119554,4.213004237100551,0,0,0,0,0,1,0,0
20558.864034152743,4.063800391958544,394.87380203355843,0.17862959325234046,0.11743441263159726,0.6420141176067715,8.437236466637627,2.770662418085457,1,1,0,0,0,0,0,0
145.5776289833611,5.6196350164355575,371.056416817853,21984.292282145067,12.620882987976074,0.1897372683897401,9.861750205336808,0.5034438197569696,0,1,0,1,1,0,0,0
18949.171455818872,0.7018115064800491,360.10980062484543,1.1349888900140153,0.072650126155348,0.16149253797405538,6.586371387239617,3.277638046493085,1,0,0,0,0,0,0,0
130.59566241506525,2.411045999766667,351.2354336785468,22426.66244154369,0.39679431819352995,26.833534240722656,23.97459,21.42607,0,0,0,1,0,1,1,1
157.9219568941896,2.8964550822882154,371.294244344123,10057.018804293206,0.023130440077684056,28.54181671142578,19.31164,22.77505,0,0,0,1,0,1,1,1
117.67727829392317,1.139291623089385,575.8322792207811,0.7853842498292182,0.10790145260797745,0.8399780259281181,14.69355340957468,0.7627831049694428,0,0,1,0,0,0,0,0
185.66142840923754,2.782509856094136,496.4964682022854,1.01860457247044,0.3383174703911657,28.323848724365234,5.414510288030202,4.266889700257,0,0,1,0,0,1,0,0
175.85195298352102,1.0204185339395273,391.5435676787803,23889.528499259428,0.3408285985639885,0.5996938253037319,8.334643878612706,3.288393572974031,0,0,0,1,0,0,0,0
171.94629559509366,1.3982616376826256,990.4027380468874,23092.04601240477,0.41252020207458884,0.718497531573408,19.3645,21.58432,0,0,1,1,0,0,1,1
143.2093039775104,2.7147650012843134,396.2598153775743,5042.23646604116,0.4476245673598749,0.8350154472677612,6.850067727232099,2.946569974980785,0,0,0,1,0,0,0,0
162.73088407024431,59.53559423672198,351.3673542189042,0.17500674468323918,0.12066930771171708,0.7186342658897645,14.30578124226917,3.9330364648671767,0,1,0,0,0,0,0,0
158.40979689127357,2.389239146963068,392.759692065257,1.2321557918710002,0.46482701720324765,0.1541569787105283,12.644058921813173,2.0911742765021932,0,0,0,0,0,0,0,0
164.984660155482,0.867420837933552,387.08375459390544,0.6693456284724346,25.0,0.27033944222572037,9.62762891282031,0.08665714911642364,0,0,0,0,1,0,0,0
22318.58233373785,1.4469156172887283,381.6547797990996,1.5266723994910225,0.34291633677556427,0.7128716743277221,5.009130692119783,3.11192100236509,1,0,0,0,0,0,0,0
141.58074021706096,9072.977790309067,380.57433900076086,1.7048976307460242,0.09163222429776163,0.5791288465458736,11.874621079644935,2.2762075126340617,0,1,0,0,0,0,0,0
104.16141738618924,1.0657059318588231,365.2337243172124,0.9339031970765582,11.85195541381836,0.1918044564902731,5.537138555977989,4.958648017838951,0,0,0,0,1,0,0,0
149.39908192445188,2.2542541514040515,408.35632289292624,24937.90483219366,0.38785119196889967,0.5696060009760227,8.585535177260097,1.765413181816378,0,0,0,1,0,0,0,0
132.98612123327854,5493.351845175152,430.3234106674121,1.7955162835515268,0.3530884121102469,0.7310644375088009,8.496929662341087,3.9521824444101474,0,1,0,0,0,0,0,0
114.45241888660469,2.462386853126363,433.2914960144537,1.9697528924685295,0.10592969548919601,0.5703148018458788,12.201356809629539,3.110196745962357,0,0,0,0,0,0,0,0
110.34029677225516,2.8699725541817553,376.8457971773859,1.3548731526571105,0.23083649954209157,0.24290823160261965,6.364614180235767,2.2899418746598603,0,0,0,0,0,0,0,0
158.7644572177712,2.8593709460531382,378.6984186237623,1.834947411829963,0.31056787183014567,0.5221777178687743,30.65587,21.6209,0,0,0,0,0,0,1,1
12266.034336214809,0.7840907251980462,378.4166756239077,0.47046609478486257,0.05080975890594819,0.38637737187487575,9.773966302705428,0.6261768284589198,1,0,0,0,0,0,0,0
192.51201183767972,2.0041568127061873,366.0806740664315,0.6220115962553265,0.3454416988059803,0.7502169429631239,8.98685841602181,0.5774031845217442,0,0,0,0,0,0,0,0
158.1061139700395,1.5672375154963691,412.4118086625122,0.4913807310356406,12.0,26.81626510620117,6.1943992228832006,3.795653873344669,0,0,0,0,1,1,0,0
134.6869804534837,2.206845584762031,364.64947245405267,26621.01325165993,0.3616266250610351,24.49588394165039,13.441000362352755,2.9843994010142927,0,0,0,1,1,1,0,0
9180.655870629427,2.3563729213625173,389.8145985716113,1.4715613523288085,0.2768734501976838,30.255958557128903,10.041192064211655,2.046093207248905,1,0,0,0,0,1,0,0
102.28038710296975,1.1130935880821724,0.0,1.867015306102571,0.3583622587725447,0.677418110216842,9.368235394828858,3.4080477620189153,0,0,1,0,0,0,0,0
8491.46625911839,2.4996695213944466,417.72777773817404,18152.80130736369,0.4947493325911637,0.24768089971056212,6.906547016164616,0.5624312692919048,1,0,0,1,0,0,0,0
148.23034369429,5357.31538637502,446.73338752657276,0.22326582888159438,12.014010429382324,27.04651260375977,11.163691023532838,0.3393404292049329,0,1,0,0,1,1,0,0
178.2735227250286,2.141846226078882,431.71388164167894,1.6867528743966762,0.22312162670146646,22.65768814086914,10.474184917666985,4.368632417760093,0,0,0,0,0,1,0,0
108.27299999224385,433.8370927035156,389.3802239180854,24957.32388336931,0.17828022740623983,24.989999771118164,13.118229834333347,2.748364748336409,0,1,0,1,0,1,0,0
148.66583308381604,7.375016297044342,432.87004657565603,1.300309372580722,0.3276460043843648,0.5327764530178377,11.644577336757148,1.721128065177604,0,1,0,0,0,0,0,0
149.0706994354521,2.2347422791181732,378.06762133818944,1.8724952144693743,0.3885940502196849,0.45338847609203703,14.126330305067738,0.7526007393493467,0,0,0,0,0,0,0,0
193.78264549749827,2177.127870626747,417.8677354934143,20974.67241231167,0.0,28.834060668945312,8.243803653619453,4.184919579490311,0,1,0,1,1,1,0,0
157.17280523760755,2.632310026180749,370.61198366532284,0.9207656268109644,0.0,0.9918260820162307,5.495421957678895,3.203263168334845,0,0,0,0,1,0,0,0
24577.336211925896,19.588588894846183,4674.525954266964,0.0,20.0,26.847633361816406,19.12164,22.33111,1,1,1,1,1,1,1,1
126.69756630918936,13.003225949661218,411.409019977385,10967.123576556496,0.3054288751534134,0.5686573377790576,12.946588380756898,2.6471743878133362,0,1,0,1,0,0,0,0
133.1568997342552,2.4144294542059077,431.1855279918607,1.5482466896649472,0.20346192762854193,0.861688989218655,56.10899,21.68188,0,0,0,0,0,0,1,1
152.0672402471538,48.07231017081596,290.77109941222943,0.15963432650356657,0.34430140262680403,0.33831554261112945,9.636205158296168,2.631257959183473,0,1,1,0,0,0,0,0
143.89114603050467,0.8916671024035003,447.97320730301414,1.8340151637757838,0.0,0.24362790092481185,13.851297119362476,1.7502190052623712,0,0,0,0,1,0,0,0
102.16120798803304,2.1012039691945983,434.64130390718935,0.9997471246840647,0.30077422325611064,0.4978425032974616,13.368902966341649,2.1229209866646648,0,0,0,0,0,0,0,0
17704.280341046582,42.18465002992236,369.1907297698744,0.12026926144945317,0.019856993648495525,0.8199910779645628,13.57486365015342,2.708307531122239,1,1,0,0,0,0,0,0
189.61607718397667,46.82377383813659,435.05817771655046,1.143752963836903,0.29445262579219184,0.717396985312403,9.176708533938804,4.779700210403536,0,1,0,0,0,0,0,0
114.02490889986107,34.14142170458671,4668.788315919833,3032.5714869675794,0.3619189848115201,0.3316073718254411,9.852334410600388,1.2362342840063105,0,1,1,1,0,0,0,0
17764.977475033596,2.313993974745009,387.36261746410906,13972.330141572476,0.1302694542344739,0.420552565173814,13.988339804791273,3.514629971063179,1,0,0,1,0,0,0,0
3393.447537722217,1.9573215800267065,380.2937242233244,0.1607675957222054,0.15816080879693667,0.6780347463434088,11.034057660263375,1.3175575733094598,1,0,0,0,0,0,0,0
11699.611294644708,2.2349647591708046,340.5041999940634,1.333162742226276,0.45844684041865985,0.882067689829938,7.385603191133115,2.8130861755145675,1,0,1,0,0,0,0,0
128.12337838390084,0.9332226835775643,393.04055944295953,1.0275188041284553,0.2021436691284179,0.7429295327347009,13.211287537998782,2.104453904293206,0,0,0,0,1,0,0,0
165.94226346919018,2.8270058498984714,436.3374599855945,1.3932335540898884,0.41847189002216584,0.48801577166703114,5.969796687166845,0.3135040120725535,0,0,0,0,0,0,0,0
16825.690836182686,1.03118068909613,444.59208621052994,0.308742416844487,0.057678404912635206,0.3248021958553184,10.123294847227264,0.4636820176112294,1,0,0,0,0,0,0,0
24425.96267756274,0.9174279328409491,439.0498446278417,17948.793315891206,0.46023275288955356,27.615514755249023,6.411886325973267,3.5975370813851733,1,0,0,1,0,1,0,0
110.77409459558966,31.833076517595757,396.4055273295114,0.8420969747768074,0.48079857303408274,0.13294634727899787,5.471974933462502,3.3959373485508797,0,1,0,0,0,0,0,0
18049.656206391763,50.60958230658916,438.2817888259558,1.386349251417374,0.25040670339882104,24.989999771118164,8.816624275964577,1.8635742733666483,1,1,0,0,0,1,0,0
123.02139908948809,0.2660295336649851,6.452401049167362,0.2467495991098828,0.2225055694580078,0.43863349597008283,10.979394299203669,1.5407214201216664,0,1,1,0,1,0,0,0
103.74125561761798,47.61575217909196,368.41865708165255,1.1044526280005815,0.2209420902140105,0.7178810843307223,7.541135750083884,4.927115680858302,0,1,0,0,0,0,0,0
155.48524693914834,4.236302969282952,358.81436308879404,0.18782025391536478,0.36114149172950294,0.9383190300600976,58.36107,22.78742,0,1,0,0,0,0,1,1
137.09222838624387,0.5681966783197169,153.88860701571957,1.0563621772379594,0.1989820304342858,0.29720169987989176,11.524302492614886,4.2277806703502545,0,0,1,0,0,0,0,0
22298.43965696813,0.6666564031011725,3997.454009643921,2704.686365522618,0.062127518187878206,0.460795282774328,11.56676352018502,1.2228139498718338,1,0,1,1,0,0,0,0
19569.21841441476,0.5393993410840223,431.69775729915654,1.7662930703073045,0.3740452867507405,0.6823341291535249,11.497590035788434,1.2601209091525352,1,0,0,0,0,0,0,0
131.71388928227154,1.8474906370409387,11.502462074472838,21121.210896946268,0.13635260799441257,22.6037540435791,8.964032933418151,2.946157438587341,0,0,1,1,0,1,0,0
