MQ135_NH3_ppm,Hazard_Alert
25.0,1
26.0,1
24.0,0
26.0,1
26.0,1
29.0,1
29.0,1
27.0,1
25.0,1
29.0,1
26.0,1
25.0,1
30.0,1
29.0,1
26.0,1
27.0,1
27.0,1
23.0,0
24.0,0
26.0,1
24.0,0
29.0,1
23.0,0
24.0,0
23.0,0
24.0,0
25.0,1
24.0,0
30.0,1
25.0,1
23.0,0
30.0,1
30.0,1
25.0,1
23.0,0
24.0,0
25.0,1
27.0,1
24.0,0
27.0,1
28.0,1
23.0,0
23.0,0
24.0,0
24.0,0
25.0,1
26.0,1
27.0,1
27.0,1
23.0,0
24.0,0
26.0,1
24.0,0
29.0,1
23.0,0
27.0,1
28.0,1
23.0,0
23.0,0
24.0,0
24.0,0
25.0,1
26.0,1
27.0,1
27.0,1
23.0,0
24.0,0
24.0,0
23.0,0
23.0,0
24.0,0
25.0,1
22.0,0
30.0,1
30.0,1
26.0,1
26.0,1
25.0,1
24.0,0
25.0,1
22.0,0
23.0,0
30.0,1
30.0,1
27.0,1
22.0,0
24.0,0
25.0,1
29.0,1
22.0,0
22.0,0
28.0,1
25.0,1
20.0,0
22.0,0
24.0,0
28.0,1
28.0,1
21.0,0
28.0,1
28.0,1
24.0,0
27.0,1
21.0,0
23.0,0
28.0,1
27.0,1
28.0,1
27.0,1
28.0,1
21.0,0
28.0,1
25.0,1
20.0,0
22.0,0
24.0,0
28.0,1
28.0,1
21.0,0
26.0,1
26.0,1
24.0,0
20.0,0
22.0,0
28.0,1
21.0,0
27.0,1
24.0,0
28.0,1
20.0,0
23.0,0
20.0,0
28.0,1
20.0,0
26.0,1
28.0,1
24.0,0
28.0,1
23.0,0
28.0,1
23.0,0
25.0,1
27.0,1
24.121694564819336,0
24.989999771118164,0
24.20588493347168,0
22.681716918945312,0
21.934242248535156,0
22.782020568847656,0
20.8765811920166,0
23.249591827392578,0
20.875900268554688,0
19.574481964111328,0
22.509384155273438,0
22.945039749145508,0
22.05612564086914,0
23.228487014770508,0
24.84114646911621,0
21.097698211669922,0
24.615447998046875,0
22.62181282043457,0
22.869060516357422,0
23.002321243286133,0
21.875085830688477,0
21.29677391052246,0
21.34632682800293,0
21.26471710205078,0
21.05916976928711,0
23.809326171875,0
24.989999771118164,0
23.09461212158203,0
20.71377182006836,0
24.866592407226562,0
23.293399810791016,0
22.45835304260254,0
23.51478385925293,0
24.845335006713867,0
23.302940368652344,0
20.042346954345703,0
24.94731330871582,0
22.13840103149414,0
22.020984649658203,0
22.759403228759766,0
20.696470260620117,0
24.60820770263672,0
21.520002365112305,0
23.809661865234375,0
22.71103858947754,0
22.855993270874023,0
22.466217041015625,0
22.624067306518555,0
23.34893226623535,0
23.082075119018555,0
17.507892608642578,0
22.701213836669922,0
21.951087951660156,0
21.77901840209961,0
22.627933502197266,0
20.933950424194336,0
21.894010543823242,0
21.652450561523438,0
24.243247985839844,0
22.729671478271484,0
22.424468994140625,0
23.18613624572754,0
24.421951293945312,0
21.713640213012695,0
22.189847946166992,0
22.79832649230957,0
20.965805053710938,0
20.801172256469727,0
22.045944213867188,0
23.393247604370117,0
24.943145751953125,0
24.454452514648438,0
22.33477783203125,0
23.55084228515625,0
23.762828826904297,0
24.989999771118164,0
19.5843563079834,0
22.63137435913086,0
17.431224822998047,0
23.2236385345459,0
24.357202529907227,0
22.63363265991211,0
20.122909545898438,0
24.1479434967041,0
22.620141983032227,0
23.039695739746094,0
22.932327270507812,0
23.552568435668945,0
23.39807891845703,0
22.83766746520996,0
23.185100555419922,0
23.652833938598633,0
21.639690399169922,0
19.97661590576172,0
23.496641159057617,0
22.593294143676758,0
23.297555923461914,0
23.277029037475586,0
22.35537338256836,0
24.654634475708008,0
23.10847282409668,0
22.679710388183594,0
24.3844051361084,0
18.805500030517578,0
24.798038482666016,0
21.781625747680664,0
21.220266342163086,0
22.11007308959961,0
20.70400047302246,0
24.989999771118164,0
22.959949493408203,0
21.750450134277344,0
24.83503532409668,0
22.01569938659668,0
23.657718658447266,0
24.542064666748047,0
21.809049606323242,0
23.2453556060791,0
24.068655014038086,0
23.44499969482422,0
19.339160919189453,0
21.097537994384766,0
23.616872787475586,0
23.47320556640625,0
20.845067977905273,0
19.55674171447754,0
24.334877014160156,0
22.135793685913086,0
22.776901245117188,0
24.2073917388916,0
21.95655059814453,0
22.48978614807129,0
23.976490020751953,0
24.948474884033203,0
22.904571533203125,0
24.42412757873535,0
23.037918090820312,0
23.992387771606445,0
23.73766326904297,0
23.311128616333008,0
21.99054527282715,0
22.853437423706055,0
23.190773010253906,0
24.87852668762207,0
23.23345947265625,0
22.681228637695312,0
22.82205581665039,0
24.22222900390625,0
24.929855346679688,0
19.411697387695312,0
20.195003509521484,0
22.882822036743164,0
21.436325073242188,0
23.248807907104492,0
24.49251365661621,0
22.255977630615234,0
23.526622772216797,0
23.30976676940918,0
23.14543914794922,0
17.241010665893555,0
21.922595977783203,0
23.21756935119629,0
23.429079055786133,0
22.93593406677246,0
23.197307586669922,0
21.733007431030273,0
24.52044105529785,0
19.68301773071289,0
24.49921417236328,0
23.996200561523438,0
24.680927276611328,0
22.39967918395996,0
22.636150360107422,0
21.754085540771484,0
23.94111442565918,0
22.689985275268555,0
24.503698348999023,0
22.67983627319336,0
24.989999771118164,0
21.837425231933594,0
22.08897590637207,0
21.118391036987305,0
22.22768211364746,0
24.457015991210938,0
24.236818313598633,0
23.463727951049805,0
23.701412200927734,0
21.505823135375977,0
22.139760971069336,0
21.505191802978516,0
21.226707458496094,0
24.366979598999023,0
22.79916000366211,0
22.470844268798828,0
19.832984924316406,0
21.60173225402832,0
22.202682495117188,0
22.002986907958984,0
23.82999038696289,0
23.234270095825195,0
22.76418685913086,0
21.21204376220703,0
23.172189712524414,0
24.57428550720215,0
23.135683059692383,0
21.770078659057617,0
22.79301643371582,0
22.898696899414062,0
23.874027252197266,0
23.37384796142578,0
24.21442222595215,0
21.585460662841797,0
23.862321853637695,0
24.989999771118164,0
21.75043487548828,0
19.404401779174805,0
22.55828094482422,0
22.825265884399414,0
21.335269927978516,0
21.82606315612793,0
24.058029174804688,0
24.989999771118164,0
24.804317474365234,0
22.52192497253418,0
20.457603454589844,0
24.00189971923828,0
24.843242645263672,0
24.989999771118164,0
20.377548217773438,0
23.062162399291992,0
22.968801498413086,0
21.860157012939453,0
21.324108123779297,0
24.475418090820312,0
23.635290145874023,0
20.46929931640625,0
22.46341896057129,0
22.621461868286133,0
20.354501724243164,0
22.86865234375,0
20.498212814331055,0
23.127361297607422,0
24.989999771118164,0
22.97893714904785,0
23.734161376953125,0
23.979171752929688,0
21.943092346191406,0
22.064977645874023,0
22.455642700195312,0
22.078414916992188,0
23.98404312133789,0
23.599763870239258,0
24.549474716186523,0
21.436399459838867,0
23.561735153198242,0
24.460834503173828,0
23.476707458496094,0
21.772899627685547,0
22.94957160949707,0
22.984500885009766,0
22.132375717163086,0
23.690614700317383,0
24.569766998291016,0
23.48851776123047,0
20.993698120117188,0
23.786609649658203,0
24.256404876708984,0
19.667692184448242,0
24.989999771118164,0
23.29812240600586,0
24.278316497802734,0
20.6274471282959,0
24.022459030151367,0
22.691455841064453,0
19.451759338378906,0
21.593149185180664,0
21.590377807617188,0
21.733448028564453,0
22.647945404052734,0
24.989999771118164,0
23.797813415527344,0
22.320863723754883,0
24.989999771118164,0
21.09577178955078,0
21.806669235229492,0
21.864267349243164,0
24.152477264404297,0
21.533889770507812,0
22.770092010498047,0
20.898242950439453,0
22.17963409423828,0
25.91295051574707,0
20.644535064697266,0
23.371105194091797,0
23.63525390625,0
23.51967430114746,0
21.41581153869629,0
22.404212951660156,0
24.710025787353516,0
20.703645706176758,0
20.9825382232666,0
23.518190383911133,0
23.87813949584961,0
20.573867797851562,0
22.934770584106445,0
24.989999771118164,0
20.91337776184082,0
26.695539474487305,0
24.678686141967773,0
22.620548248291016,0
22.275920867919922,0
22.18486213684082,0
22.27225112915039,0
20.892784118652344,0
21.28518295288086,0
24.271974563598633,0
22.496923446655273,0
24.58486557006836,0
24.135875701904297,0
22.651601791381836,0
21.60565757751465,0
21.006128311157227,0
21.1416072845459,0
24.208324432373047,0
24.989999771118164,0
23.37420654296875,0
23.740331649780273,0
21.706817626953125,0
21.75613784790039,0
21.60382652282715,0
23.28621482849121,0
23.212678909301758,0
22.770973205566406,0
24.168655395507812,0
22.10117530822754,0
21.090364456176758,0
21.404830932617188,0
20.170286178588867,0
24.015804290771484,0
23.07111930847168,0
24.663358688354492,0
22.997196197509766,0
22.227800369262695,0
23.470849990844727,0
22.470041275024414,0
23.18438148498535,0
22.55901527404785,0
24.83930015563965,0
21.074453353881836,0
20.80108642578125,0
21.704397201538086,0
20.83388900756836,0
21.761404037475586,0
23.167156219482422,0
23.612384796142578,0
24.989999771118164,0
26.42679214477539,0
20.806474685668945,0
23.50145149230957,0
23.52490234375,0
20.29963493347168,0
22.948711395263672,0
21.194103240966797,0
22.734384536743164,0
23.07527732849121,0
23.84406280517578,0
22.716442108154297,0
21.20626449584961,0
24.00368309020996,0
23.225393295288086,0
23.938278198242188,0
22.627700805664062,0
23.05113410949707,0
20.96705436706543,0
21.70083999633789,0
23.813125610351562,0
24.26661491394043,0
21.037673950195312,0
24.40987205505371,0
21.52193832397461,0
21.09252166748047,0
24.159082412719727,0
21.03863525390625,0
23.985076904296875,0
24.291780471801758,0
21.09770965576172,0
23.33000373840332,0
21.96330451965332,0
23.620023727416992,0
24.471628189086914,0
23.936595916748047,0
23.25170135498047,0
21.171934127807617,0
22.515554428100586,0
21.815933227539062,0
23.68701934814453,0
24.243844985961914,0
21.931447982788086,0
21.7343807220459,0
24.277400970458984,0
20.642353057861328,0
24.614858627319336,0
23.719127655029297,0
23.544811248779297,0
23.34913444519043,0
23.117172241210938,0
22.605945587158203,0
21.923751831054688,0
24.129776000976562,0
20.21135902404785,0
23.358238220214844,0
24.25471305847168,0
22.02171516418457,0
22.937515258789062,0
21.454330444335938,0
21.458084106445312,0
19.70824432373047,0
21.978618621826172,0
18.779163360595703,0
22.569210052490234,0
24.075000762939453,0
24.167945861816406,0
24.989999771118164,0
20.88469123840332,0
21.942638397216797,0
24.75840950012207,0
24.989999771118164,0
22.41885757446289,0
23.451509475708008,0
21.327552795410156,0
22.845182418823242,0
22.56662368774414,0
24.431581497192383,0
24.487276077270508,0
21.75070571899414,0
23.557323455810547,0
22.960437774658203,0
21.016529083251953,0
22.944719314575195,0
22.064516067504883,0
21.235795974731445,0
24.60207748413086,0
22.229326248168945,0
22.859390258789062,0
21.610595703125,0
24.21027183532715,0
23.91102409362793,0
23.93564224243164,0
23.90750503540039,0
21.350507736206055,0
21.29312515258789,0
22.741918563842773,0
23.555776596069336,0
23.401212692260742,0
21.19159698486328,0
21.38291358947754,0
25.683513641357422,0
22.573165893554688,0
22.201522827148438,0
23.687654495239258,0
21.826290130615234,0
20.504405975341797,0
23.795896530151367,0
25.218759536743164,0
22.36680030822754,0
24.7415771484375,0
23.25220489501953,0
21.423355102539062,0
22.4682559967041,0
23.455856323242188,0
23.913509368896484,0
22.903430938720703,0
23.155845642089844,0
23.076980590820312,0
23.425662994384766,0
20.76241683959961,0
24.239850997924805,0
22.759355545043945,0
23.904769897460938,0
24.81610870361328,0
23.137226104736328,0
23.764549255371094,0
22.6287899017334,0
21.20233154296875,0
24.068567276000977,0
23.065385818481445,0
22.6037540435791,0
23.623220443725586,0
22.95675277709961,0
21.748788833618164,0
23.979475021362305,0
22.84848403930664,0
24.85042381286621,0
24.36609649658203,0
22.66361427307129,0
23.376134872436523,0
24.208236694335938,0
22.707406997680664,0
23.177412033081055,0
23.966318130493164,0
22.997379302978516,0
24.569007873535156,0
24.27557373046875,0
21.73752784729004,0
23.742067337036133,0
23.39276123046875,0
21.448894500732422,0
22.685544967651367,0
23.971839904785156,0
24.97218132019043,0
23.20526123046875,0
22.99197006225586,0
23.98680877685547,0
23.627798080444336,0
23.003633499145508,0
21.861547470092773,0
23.456636428833008,0
24.989999771118164,0
20.438297271728516,0
20.806089401245117,0
23.229692459106445,0
23.522541046142578,0
22.376056671142578,0
24.370195388793945,0
22.483139038085938,0
22.253442764282227,0
23.829330444335938,0
22.054166793823242,0
24.234764099121094,0
24.459518432617188,0
22.490436553955078,0
20.979080200195312,0
23.883319854736328,0
22.042972564697266,0
24.026968002319336,0
23.598392486572266,0
24.368133544921875,0
22.901620864868164,0
23.079708099365234,0
22.151004791259766,0
22.606830596923828,0
23.948532104492188,0
22.634183883666992,0
23.324974060058594,0
22.34794807434082,0
24.906911849975586,0
23.95747184753418,0
23.527982711791992,0
23.209579467773438,0
22.659990310668945,0
21.216323852539062,0
24.989999771118164,0
22.530858993530273,0
24.0944766998291,0
23.0331974029541,0
21.30803871154785,0
23.792224884033203,0
24.753541946411133,0
24.413116455078125,0
21.166255950927734,0
22.762691497802734,0
23.54515838623047,0
22.88057518005371,0
21.80113983154297,0
22.293933868408203,0
23.674657821655273,0
21.135847091674805,0
22.713321685791016,0
23.346542358398438,0
24.295001983642578,0
21.96445083618164,0
23.22000503540039,0
24.989999771118164,0
20.710886001586914,0
22.33792495727539,0
23.941699981689453,0
22.292020797729492,0
24.901874542236328,0
22.401947021484375,0
21.808242797851562,0
23.347843170166016,0
21.37790298461914,0
22.456327438354492,0
22.056684494018555,0
22.4454288482666,0
22.546335220336914,0
24.771604537963867,0
23.85388946533203,0
22.239763259887695,0
22.275880813598633,0
22.068862915039062,0
22.430158615112305,0
23.69744300842285,0
22.993289947509766,0
24.79958152770996,0
21.543781280517578,0
21.693708419799805,0
23.517770767211914,0
24.989999771118164,0
22.751039505004883,0
21.054485321044922,0
23.597808837890625,0
23.397541046142578,0
23.82103729248047,0
19.78080177307129,0
23.86224365234375,0
24.502450942993164,0
22.045724868774414,0
23.72626304626465,0
21.467979431152344,0
21.172496795654297,0
23.19834327697754,0
24.989999771118164,0
22.73787498474121,0
23.293148040771484,0
20.78619384765625,0
23.2864990234375,0
23.733558654785156,0
23.650999069213867,0
21.1461238861084,0
23.405170440673828,0
24.48377227783203,0
22.800783157348633,0
24.229629516601562,0
24.242021560668945,0
23.249732971191406,0
23.392372131347656,0
20.096574783325195,0
24.838523864746094,0
23.78590965270996,0
19.818958282470703,0
21.707717895507812,0
22.864656448364258,0
23.03465461730957,0
22.350711822509766,0
20.245384216308594,0
23.028242111206055,0
23.183155059814453,0
23.661212921142578,0
22.978023529052734,0
21.997817993164062,0
22.371068954467773,0
24.412830352783203,0
21.797883987426758,0
24.879528045654297,0
22.95752716064453,0
23.24237060546875,0
23.103307723999023,0
21.696941375732422,0
22.851856231689453,0
24.12305450439453,0
23.435274124145508,0
23.569076538085938,0
24.989999771118164,0
23.957780838012695,0
23.35418128967285,0
22.643722534179688,0
20.012340545654297,0
23.45349884033203,0
21.692707061767578,0
20.184011459350586,0
23.71538734436035,0
23.37957763671875,0
24.20623779296875,0
24.485742568969727,0
22.85100746154785,0
24.79317283630371,0
22.665151596069336,0
23.171518325805664,0
24.356063842773438,0
21.340274810791016,0
22.980295181274414,0
23.78934097290039,0
21.990755081176758,0
21.212894439697266,0
22.469053268432617,0
24.75605583190918,0
24.08970832824707,0
22.2067813873291,0
21.61077880859375,0
21.46109962463379,0
21.658918380737305,0
21.394744873046875,0
23.724491119384766,0
21.888046264648438,0
20.556562423706055,0
23.547832489013672,0
23.743179321289062,0
21.90410041809082,0
23.869707107543945,0
24.885433197021484,0
24.097471237182617,0
22.144817352294922,0
22.128385543823242,0
22.497356414794922,0
24.989999771118164,0
20.108491897583008,0
22.597522735595703,0
23.695384979248047,0
24.25904655456543,0
21.401681900024414,0
24.957015991210938,0
22.70610809326172,0
21.167739868164062,0
22.399333953857422,0
24.422470092773438,0
22.48735809326172,0
23.289257049560547,0
22.09333038330078,0
23.416790008544922,0
22.729618072509766,0
22.38481330871582,0
24.33113670349121,0
22.03635025024414,0
24.567665100097656,0
23.48142433166504,0
22.123201370239258,0
23.587862014770508,0
20.927419662475586,0
24.171213150024414,0
23.099756240844727,0
24.989999771118164,0
23.3839111328125,0
22.72443389892578,0
24.37801170349121,0
24.3674259185791,0
23.845245361328125,0
23.158161163330078,0
22.36280059814453,0
20.962081909179688,0
22.474138259887695,0
24.369991302490234,0
20.730960845947266,0
23.747652053833008,0
24.989999771118164,0
24.196382522583008,0
21.846813201904297,0
23.505203247070312,0
21.732921600341797,0
22.427017211914062,0
20.265316009521484,0
23.43291664123535,0
23.465869903564453,0
24.048978805541992,0
23.65695571899414,0
21.861858367919922,0
22.32321548461914,0
22.271648406982422,0
23.394020080566406,0
22.330066680908203,0
21.6307373046875,0
24.751346588134766,0
23.414533615112305,0
23.808063507080078,0
20.309070587158203,0
23.228281021118164,0
22.51271629333496,0
21.460813522338867,0
22.27933120727539,0
22.535980224609375,0
22.320507049560547,0
23.826396942138672,0
23.133766174316406,0
24.00223731994629,0
23.320133209228516,0
20.353239059448242,0
24.117706298828125,0
23.32930564880371,0
23.309314727783203,0
23.043306350708008,0
24.778358459472656,0
24.672412872314453,0
24.693519592285156,0
23.03267478942871,0
22.488561630249023,0
21.543643951416016,0
23.577465057373047,0
23.542461395263672,0
21.85382843017578,0
23.44588851928711,0
24.989999771118164,0
23.678165435791016,0
22.8826847076416,0
24.910045623779297,0
24.7916202545166,0
21.556596755981445,0
22.371479034423828,0
23.465431213378906,0
22.215129852294922,0
22.416980743408203,0
24.54676628112793,0
24.898273468017578,0
24.86115837097168,0
20.805086135864258,0
21.347244262695312,0
21.367015838623047,0
22.009368896484375,0
23.362289428710938,0
22.32244110107422,0
22.097248077392578,0
24.505929946899414,0
20.08104133605957,0
24.775938034057617,0
20.665966033935547,0
22.412620544433594,0
23.482112884521484,0
20.158336639404297,0
24.855117797851562,0
24.81260108947754,0
21.779541015625,0
21.989049911499023,0
22.77752685546875,0
24.28013038635254,0
23.012229919433594,0
22.50408172607422,0
23.637107849121094,0
22.716501235961914,0
23.94798469543457,0
24.576295852661133,0
21.052932739257812,0
23.540372848510742,0
21.64925765991211,0
22.869558334350586,0
24.989999771118164,0
22.788589477539062,0
22.197412490844727,0
22.619840621948242,0
23.903564453125,0
24.170225143432617,0
22.31832504272461,0
23.28038215637207,0
21.934999465942383,0
24.989999771118164,0
22.763769149780273,0
24.34388542175293,0
22.654998779296875,0
22.361557006835938,0
19.210947036743164,0
22.294660568237305,0
22.73560333251953,0
23.618906021118164,0
21.593042373657227,0
24.110031127929688,0
23.829763412475586,0
22.033655166625977,0
23.132081985473633,0
23.184106826782227,0
22.601266860961914,0
23.301794052124023,0
22.50193977355957,0
20.937158584594727,0
22.81571388244629,0
22.35682487487793,0
24.20795440673828,0
21.75814437866211,0
22.353626251220703,0
22.602094650268555,0
22.283632278442383,0
23.660572052001953,0
21.705476760864258,0
18.862958908081055,0
23.489137649536133,0
22.06876564025879,0
24.91730499267578,0
24.85256576538086,0
23.147567749023438,0
22.505022048950195,0
21.887176513671875,0
22.829864501953125,0
23.968395233154297,0
22.38642692565918,0
24.359376907348633,0
22.672706604003906,0
22.167837142944336,0
21.633642196655273,0
24.989999771118164,0
24.846216201782227,0
24.271188735961914,0
22.317441940307617,0
23.360177993774414,0
20.53354835510254,0
20.871232986450195,0
22.12224578857422,0
22.61504554748535,0
22.624544143676758,0
24.989999771118164,0
20.746444702148438,0
22.006860733032227,0
23.892894744873047,0
22.143159866333008,0
22.709016799926758,0
22.990379333496094,0
23.31235122680664,0
23.991432189941406,0
23.216928482055664,0
21.725910186767578,0
23.21885108947754,0
22.375303268432617,0
22.150442123413086,0
23.307296752929688,0
23.566978454589844,0
21.799678802490234,0
23.408472061157227,0
22.761892318725586,0
22.374004364013672,0
22.01270294189453,0
21.32624626159668,0
19.381053924560547,0
22.734586715698242,0
25.261320114135742,0
22.214942932128906,0
24.823740005493164,0
24.024322509765625,0
23.08076286315918,0
20.712047576904297,0
24.216501235961914,0
21.189584732055664,0
24.392911911010742,0
22.588991165161133,0
22.94738006591797,0
19.700641632080078,0
20.446577072143555,0
23.71539878845215,0
23.0494327545166,0
24.570438385009766,0
24.516155242919922,0
21.921934127807617,0
22.46645164489746,0
22.873992919921875,0
24.989999771118164,0
22.94019317626953,0
22.767915725708008,0
22.684383392333984,0
22.66225814819336,0
23.670825958251953,0
24.158937454223633,0
22.790481567382812,0
22.7611141204834,0
22.098464965820312,0
23.33326530456543,0
23.371437072753906,0
23.89638900756836,0
24.989999771118164,0
17.97795295715332,0
22.330446243286133,0
24.989999771118164,0
24.766273498535156,0
22.798154830932617,0
23.243362426757812,0
24.52464485168457,0
24.543657302856445,0
21.741697311401367,0
24.28859519958496,0
21.318510055541992,0
24.635196685791016,0
22.204753875732422,0
24.593238830566406,0
24.600357055664062,0
24.08302116394043,0
21.499000549316406,0
22.621755599975586,0
23.253847122192383,0
20.443374633789062,0
23.56078338623047,0
22.842792510986328,0
23.91581153869629,0
22.265838623046875,0
23.02657699584961,0
19.270212173461914,0
23.747060775756836,0
23.772642135620117,0
23.112743377685547,0
22.62549591064453,0
21.25945281982422,0
23.218711853027344,0
23.338340759277344,0
20.545974731445312,0
23.14067268371582,0
23.886348724365234,0
23.007179260253906,0
23.512258529663086,0
24.818750381469727,0
20.26738739013672,0
21.356597900390625,0
23.658336639404297,0
22.80548858642578,0
20.64519500732422,0
22.984086990356445,0
22.094894409179688,0
22.271852493286133,0
22.532752990722656,0
24.407983779907227,0
23.476848602294922,0
21.630468368530273,0
21.849990844726562,0
22.506011962890625,0
22.677316665649414,0
24.664392471313477,0
24.312063217163086,0
20.395488739013672,0
21.917198181152344,0
21.27278709411621,0
21.430601119995117,0
21.243358612060547,0
23.023681640625,0
22.876224517822266,0
20.955705642700195,0
21.64522933959961,0
22.761152267456055,0
23.814010620117188,0
22.592636108398438,0
22.51732635498047,0
24.989999771118164,0
22.821075439453125,0
20.784997940063477,0
26.712053298950195,0
24.903560638427734,0
23.426271438598633,0
22.92350196838379,0
23.065975189208984,0
22.192626953125,0
23.151931762695312,0
23.69928550720215,0
24.675140380859375,0
21.985553741455078,0
22.09478759765625,0
19.614370346069336,0
21.176830291748047,0
24.989999771118164,0
23.069259643554688,0
23.02863121032715,0
22.952899932861328,0
22.901979446411133,0
21.9476375579834,0
23.32619857788086,0
22.369487762451172,0
24.150602340698242,0
23.844947814941406,0
22.183053970336914,0
22.554502487182617,0
26.678030014038086,0
24.28492546081543,0
19.069353103637695,0
23.183677673339844,0
23.86925506591797,0
24.484024047851562,0
20.28883934020996,0
22.659482955932617,0
24.266925811767578,0
22.064716339111328,0
20.70281219482422,0
24.122386932373047,0
20.936630249023438,0
26.509347915649414,0
22.117778778076172,0
24.989999771118164,0
20.492328643798828,0
24.989999771118164,0
23.12616539001465,0
22.54905128479004,0
20.55554962158203,0
26.10670280456543,0
23.83599090576172,0
23.135456085205078,0
21.91504669189453,0
22.111248016357422,0
24.989999771118164,0
18.930492401123047,0
24.989999771118164,0
24.989999771118164,0
24.989999771118164,0
23.73997688293457,0
24.760875701904297,0
23.682363510131836,0
20.738117218017578,0
22.095462799072266,0
23.359172821044922,0
23.238868713378906,0
22.42796516418457,0
23.78326988220215,0
24.219301223754883,0
22.231189727783203,0
24.30653953552246,0
22.775493621826172,0
24.989999771118164,0
19.049945831298828,0
21.528926849365234,0
23.8940486907959,0
21.28701400756836,0
21.23700523376465,0
22.545982360839844,0
20.65444564819336,0
23.98824119567871,0
23.271495819091797,0
23.869434356689453,0
24.542186737060547,0
24.989999771118164,0
24.105749130249023,0
24.130178451538086,0
22.36353302001953,0
22.47614097595215,0
23.995033264160156,0
23.57625961303711,0
22.654510498046875,0
23.084861755371094,0
22.53760528564453,0
23.576587677001953,0
24.59781837463379,0
24.989999771118164,0
20.898143768310547,0
24.029266357421875,0
22.211339950561523,0
23.976776123046875,0
21.387537002563477,0
21.580495834350586,0
22.686710357666016,0
23.403274536132812,0
24.989999771118164,0
20.556886672973633,0
20.595237731933594,0
22.935779571533203,0
23.656085968017578,0
23.17229652404785,0
24.989999771118164,0
20.789583206176758,0
23.62342643737793,0
24.989999771118164,0
24.604581832885742,0
22.73961067199707,0
22.931955337524414,0
24.194561004638672,0
22.4669189453125,0
22.09458351135254,0
24.158126831054688,0
22.145456314086914,0
21.191015243530273,0
23.905426025390625,0
21.890544891357422,0
24.004474639892578,0
20.24017906188965,0
20.68535614013672,0
21.453184127807617,0
24.737009048461914,0
20.44707679748535,0
21.406349182128906,0
21.69938087463379,0
23.141765594482422,0
23.2343692779541,0
23.856592178344727,0
23.23373794555664,0
23.469562530517578,0
23.982147216796875,0
22.81499481201172,0
20.875370025634766,0
22.910938262939453,0
23.17826271057129,0
24.39228630065918,0
22.819095611572266,0
23.63581085205078,0
22.321557998657227,0
21.60711669921875,0
22.403684616088867,0
23.519304275512695,0
23.448081970214844,0
21.771806716918945,0
21.66271209716797,0
22.193355560302734,0
23.97205352783203,0
24.263601303100586,0
22.983219146728516,0
22.884830474853516,0
23.519128799438477,0
21.711902618408203,0
20.92922019958496,0
22.137149810791016,0
22.423986434936523,0
23.651138305664062,0
23.334026336669922,0
24.445302963256836,0
22.750335693359375,0
23.417306900024414,0
22.021202087402344,0
22.914823532104492,0
22.231767654418945,0
22.800138473510742,0
23.87076759338379,0
23.003339767456055,0
23.144685745239258,0
23.480361938476562,0
23.436195373535156,0
21.163766860961914,0
21.39641761779785,0
23.340866088867188,0
21.062795639038086,0
