blast,tracf,trid,offset,gelev,selev,sx,sy,gx,gy,ppv,total_charge,max_charge,num_holes,detonator_code,scaled_distance_usbm,scaled_distance_langefors,elevation_diff,vibration_hazard
10003,59,14,1053,891.0,954.4,492491.7,5263930.0,492917.14,5264893.08,0.92743856,3827.2,740.0,9,0,38.70904985323897,116.41737377576322,-63.39999999999998,0
10003,59,13,1053,891.0,954.4,492491.7,5263930.0,492917.14,5264893.08,0.59131813,3827.2,740.0,9,0,38.70904985323897,116.41737377576322,-63.39999999999998,0
10003,53,12,1897,724.6,954.4,492491.7,5263930.0,491561.05,5265583.05,0.10361922,3827.2,740.0,9,0,69.73510690559766,209.72816529213947,-229.79999999999995,0
10003,53,14,1897,724.6,954.4,492491.7,5263930.0,491561.05,5265583.05,0.091300905,3827.2,740.0,9,0,69.73510690559766,209.72816529213947,-229.79999999999995,0
10003,53,13,1897,724.6,954.4,492491.7,5263930.0,491561.05,5265583.05,0.16298383,3827.2,740.0,9,0,69.73510690559766,209.72816529213947,-229.79999999999995,0
10003,63,12,1597,759.2,954.4,492491.7,5263930.0,492099.78,5265477.71,0.15186489,3827.2,740.0,9,0,58.706887574190546,176.56082233608154,-195.19999999999993,0
10003,63,14,1597,759.2,954.4,492491.7,5263930.0,492099.78,5265477.71,0.17903936,3827.2,740.0,9,0,58.706887574190546,176.56082233608154,-195.19999999999993,0
10003,63,13,1597,759.2,954.4,492491.7,5263930.0,492099.78,5265477.71,0.13361758,3827.2,740.0,9,0,58.706887574190546,176.56082233608154,-195.19999999999993,0
10003,15,12,1214,761.6,954.4,492491.7,5263930.0,491465.67,5264579.17,0.28350496,3827.2,740.0,9,0,44.627527561094126,134.21718116218096,-192.79999999999995,0
10003,15,14,1214,761.6,954.4,492491.7,5263930.0,491465.67,5264579.17,0.1476872,3827.2,740.0,9,0,44.627527561094126,134.21718116218096,-192.79999999999995,0
10003,15,13,1214,761.6,954.4,492491.7,5263930.0,491465.67,5264579.17,0.24220955,3827.2,740.0,9,0,44.627527561094126,134.21718116218096,-192.79999999999995,0
10003,18,12,681,735.3000000000001,954.4,492491.7,5263930.0,491918.97000000003,5264298.46,0.406061,3827.2,740.0,9,0,25.034057882294153,75.28986851025144,-219.0999999999999,0
10003,18,14,681,735.3000000000001,954.4,492491.7,5263930.0,491918.97000000003,5264298.46,0.34515858,3827.2,740.0,9,0,25.034057882294153,75.28986851025144,-219.0999999999999,0
10003,18,13,681,735.3000000000001,954.4,492491.7,5263930.0,491918.97000000003,5264298.46,0.6781896,3827.2,740.0,9,0,25.034057882294153,75.28986851025144,-219.0999999999999,0
10003,21,12,180,1021.5,954.4,492491.7,5263930.0,492574.64,5263770.8,6.5350275,3827.2,740.0,9,0,6.616931598844269,19.90040577363474,67.10000000000002,1
10003,21,14,180,1021.5,954.4,492491.7,5263930.0,492574.64,5263770.8,6.3453293,3827.2,740.0,9,0,6.616931598844269,19.90040577363474,67.10000000000002,1
10003,21,13,180,1021.5,954.4,492491.7,5263930.0,492574.64,5263770.8,3.7325659,3827.2,740.0,9,0,6.616931598844269,19.90040577363474,67.10000000000002,1
10003,57,12,1353,740.1,954.4,492491.7,5263930.0,492386.08,5265279.29,0.12619048,3827.2,740.0,9,0,49.737269184646095,149.58471673182112,-214.29999999999995,0
10003,57,14,1353,740.1,954.4,492491.7,5263930.0,492386.08,5265279.29,0.15716928,3827.2,740.0,9,0,49.737269184646095,149.58471673182112,-214.29999999999995,0
10003,57,13,1353,740.1,954.4,492491.7,5263930.0,492386.08,5265279.29,0.2433275,3827.2,740.0,9,0,49.737269184646095,149.58471673182112,-214.29999999999995,0
10003,17,12,829,764.7,954.4,492491.7,5263930.0,491789.69,5264370.0,0.7813657,3827.2,740.0,9,0,30.47464608578833,91.65242436857334,-189.69999999999993,0
10003,17,14,829,764.7,954.4,492491.7,5263930.0,491789.69,5264370.0,0.46603292,3827.2,740.0,9,0,30.47464608578833,91.65242436857334,-189.69999999999993,0
10003,17,13,829,764.7,954.4,492491.7,5263930.0,491789.69,5264370.0,1.1644669,3827.2,740.0,9,0,30.47464608578833,91.65242436857334,-189.69999999999993,1
10003,56,12,1357,732.5,954.4,492491.7,5263930.0,492175.17,5265250.0,0.2146042,3827.2,740.0,9,0,49.88431210906485,150.02694797123524,-221.89999999999998,0
10003,56,14,1357,732.5,954.4,492491.7,5263930.0,492175.17,5265250.0,0.21214479,3827.2,740.0,9,0,49.88431210906485,150.02694797123524,-221.89999999999998,0
10003,56,13,1357,732.5,954.4,492491.7,5263930.0,492175.17,5265250.0,0.1903221,3827.2,740.0,9,0,49.88431210906485,150.02694797123524,-221.89999999999998,0
10003,7,12,392,1084.8,954.4,492491.7,5263930.0,492530.08,5263540.0,1.5742035,3827.2,740.0,9,0,14.410206593038632,43.33866146258232,130.39999999999998,1
10003,7,14,392,1084.8,954.4,492491.7,5263930.0,492530.08,5263540.0,2.157177,3827.2,740.0,9,0,14.410206593038632,43.33866146258232,130.39999999999998,1
10003,7,13,392,1084.8,954.4,492491.7,5263930.0,492530.08,5263540.0,1.3874121,3827.2,740.0,9,0,14.410206593038632,43.33866146258232,130.39999999999998,1
10003,60,12,1008,924.9,954.4,492491.7,5263930.0,492951.08,5264827.03,0.34976768,3827.2,740.0,9,0,37.05481695352791,111.44227233235455,-29.5,0
10003,60,14,1008,924.9,954.4,492491.7,5263930.0,492951.08,5264827.03,0.63679236,3827.2,740.0,9,0,37.05481695352791,111.44227233235455,-29.5,0
10003,60,13,1008,924.9,954.4,492491.7,5263930.0,492951.08,5264827.03,0.5131201,3827.2,740.0,9,0,37.05481695352791,111.44227233235455,-29.5,0
10003,48,12,1284,749.1,954.4,492491.7,5263930.0,492128.4,5265161.16,0.17362195,3827.2,740.0,9,0,47.20077873842246,141.95622785192782,-205.29999999999995,0
10003,48,14,1284,749.1,954.4,492491.7,5263930.0,492128.4,5265161.16,0.21683079,3827.2,740.0,9,0,47.20077873842246,141.95622785192782,-205.29999999999995,0
10003,48,13,1284,749.1,954.4,492491.7,5263930.0,492128.4,5265161.16,0.23670971,3827.2,740.0,9,0,47.20077873842246,141.95622785192782,-205.29999999999995,0
10003,30,12,1182,767.6,954.4,492491.7,5263930.0,491737.89,5264840.0,0.17469704,3827.2,740.0,9,0,43.45118416574404,130.67933124686812,-186.79999999999995,0
10003,30,14,1182,767.6,954.4,492491.7,5263930.0,491737.89,5264840.0,0.19792694,3827.2,740.0,9,0,43.45118416574404,130.67933124686812,-186.79999999999995,0
10003,30,13,1182,767.6,954.4,492491.7,5263930.0,491737.89,5264840.0,0.15074068,3827.2,740.0,9,0,43.45118416574404,130.67933124686812,-186.79999999999995,0
10003,62,12,1849,765.8000000000001,954.4,492491.7,5263930.0,491939.64,5265694.32,0.07964271,3827.2,740.0,9,0,67.97059181257252,204.4213904191702,-188.5999999999999,0
10003,62,14,1849,765.8000000000001,954.4,492491.7,5263930.0,491939.64,5265694.32,0.09835768,3827.2,740.0,9,0,67.97059181257252,204.4213904191702,-188.5999999999999,0
10003,62,13,1849,765.8000000000001,954.4,492491.7,5263930.0,491939.64,5265694.32,0.10250759,3827.2,740.0,9,0,67.97059181257252,204.4213904191702,-188.5999999999999,0
10003,28,12,214,898.5,954.4,492491.7,5263930.0,492597.28,5264116.08,3.3410788,3827.2,740.0,9,0,7.866796456403742,23.659371308654634,-55.89999999999998,1
10003,28,14,214,898.5,954.4,492491.7,5263930.0,492597.28,5264116.08,3.7305021,3827.2,740.0,9,0,7.866796456403742,23.659371308654634,-55.89999999999998,1
10003,28,13,214,898.5,954.4,492491.7,5263930.0,492597.28,5264116.08,2.6460657,3827.2,740.0,9,0,7.866796456403742,23.659371308654634,-55.89999999999998,1
10003,40,12,1035,821.6,954.4,492491.7,5263930.0,492198.60000000003,5264922.12,0.40282845,3827.2,740.0,9,0,38.04735669335455,114.42733319839975,-132.79999999999995,0
10003,40,14,1035,821.6,954.4,492491.7,5263930.0,492198.60000000003,5264922.12,0.5051624,3827.2,740.0,9,0,38.04735669335455,114.42733319839975,-132.79999999999995,0
10003,40,13,1035,821.6,954.4,492491.7,5263930.0,492198.60000000003,5264922.12,0.7555823,3827.2,740.0,9,0,38.04735669335455,114.42733319839975,-132.79999999999995,0
10003,47,12,1423,770.8000000000001,954.4,492491.7,5263930.0,491830.87,5265190.0,0.29274696,3827.2,740.0,9,0,52.31052036197442,157.32376342156797,-183.5999999999999,0
10003,47,14,1423,770.8000000000001,954.4,492491.7,5263930.0,491830.87,5265190.0,0.30463052,3827.2,740.0,9,0,52.31052036197442,157.32376342156797,-183.5999999999999,0
10003,47,13,1423,770.8000000000001,954.4,492491.7,5263930.0,491830.87,5265190.0,0.17753989,3827.2,740.0,9,0,52.31052036197442,157.32376342156797,-183.5999999999999,0
10003,79,12,1691,775.2,954.4,492491.7,5263930.0,493523.93,5265270.0,0.3049708,3827.2,740.0,9,0,62.16239629803144,186.95325646231302,-179.19999999999993,0
10003,79,14,1691,775.2,954.4,492491.7,5263930.0,493523.93,5265270.0,0.26073653,3827.2,740.0,9,0,62.16239629803144,186.95325646231302,-179.19999999999993,0
10003,79,13,1691,775.2,954.4,492491.7,5263930.0,493523.93,5265270.0,0.26466775,3827.2,740.0,9,0,62.16239629803144,186.95325646231302,-179.19999999999993,0
10003,81,12,1480,748.6,954.4,492491.7,5263930.0,492526.08,5265410.0,0.13344151,3827.2,740.0,9,0,54.40588203494177,163.62555858321898,-205.79999999999995,0
10003,81,14,1480,748.6,954.4,492491.7,5263930.0,492526.08,5265410.0,0.1418981,3827.2,740.0,9,0,54.40588203494177,163.62555858321898,-205.79999999999995,0
10003,81,13,1480,748.6,954.4,492491.7,5263930.0,492526.08,5265410.0,0.21011561,3827.2,740.0,9,0,54.40588203494177,163.62555858321898,-205.79999999999995,0
10003,35,12,555,750.9,954.4,492491.7,5263930.0,492134.09,5264354.18,0.5701012,3827.2,740.0,9,0,20.402205763103165,61.35958446870711,-203.5,0
10003,35,14,555,750.9,954.4,492491.7,5263930.0,492134.09,5264354.18,0.54019016,3827.2,740.0,9,0,20.402205763103165,61.35958446870711,-203.5,0
10003,35,13,555,750.9,954.4,492491.7,5263930.0,492134.09,5264354.18,0.58487415,3827.2,740.0,9,0,20.402205763103165,61.35958446870711,-203.5,0
10003,44,12,610,987.5,954.4,492491.7,5263930.0,492811.45,5264450.0,0.44872248,3827.2,740.0,9,0,22.424045973861137,67.44026401065106,33.10000000000002,0
10003,44,14,610,987.5,954.4,492491.7,5263930.0,492811.45,5264450.0,0.47012544,3827.2,740.0,9,0,22.424045973861137,67.44026401065106,33.10000000000002,0
10003,44,13,610,987.5,954.4,492491.7,5263930.0,492811.45,5264450.0,0.84488744,3827.2,740.0,9,0,22.424045973861137,67.44026401065106,33.10000000000002,0
10003,4,12,882,764.7,954.4,492491.7,5263930.0,491610.27,5263960.0,0.6442054,3827.2,740.0,9,0,32.42296483433692,97.51198829081022,-189.69999999999993,0
10003,4,14,882,764.7,954.4,492491.7,5263930.0,491610.27,5263960.0,0.4107139,3827.2,740.0,9,0,32.42296483433692,97.51198829081022,-189.69999999999993,0
10003,4,13,882,764.7,954.4,492491.7,5263930.0,491610.27,5263960.0,0.47202808,3827.2,740.0,9,0,32.42296483433692,97.51198829081022,-189.69999999999993,0
10003,1,12,1221,762.8000000000001,954.4,492491.7,5263930.0,491270.95,5263917.08,0.2871908,3827.2,740.0,9,0,44.88485267882696,134.99108583115566,-191.5999999999999,0
10003,1,14,1221,762.8000000000001,954.4,492491.7,5263930.0,491270.95,5263917.08,0.164765,3827.2,740.0,9,0,44.88485267882696,134.99108583115566,-191.5999999999999,0
10003,1,13,1221,762.8000000000001,954.4,492491.7,5263930.0,491270.95,5263917.08,0.25290823,3827.2,740.0,9,0,44.88485267882696,134.99108583115566,-191.5999999999999,0
10003,68,12,1169,1023.8000000000001,954.4,492491.7,5263930.0,493247.3,5264821.46,0.3112542,3827.2,740.0,9,0,42.97329466138306,129.2420797187723,69.40000000000009,0
10003,68,14,1169,1023.8000000000001,954.4,492491.7,5263930.0,493247.3,5264821.46,0.299641,3827.2,740.0,9,0,42.97329466138306,129.2420797187723,69.40000000000009,0
10003,68,13,1169,1023.8000000000001,954.4,492491.7,5263930.0,493247.3,5264821.46,0.56398535,3827.2,740.0,9,0,42.97329466138306,129.2420797187723,69.40000000000009,0
10003,80,12,1628,769.4,954.4,492491.7,5263930.0,493377.81,5265295.42,0.22146928,3827.2,740.0,9,0,59.84647023843595,179.98811444154086,-185.0,0
10003,80,14,1628,769.4,954.4,492491.7,5263930.0,493377.81,5265295.42,0.27169907,3827.2,740.0,9,0,59.84647023843595,179.98811444154086,-185.0,0
10003,80,13,1628,769.4,954.4,492491.7,5263930.0,493377.81,5265295.42,0.18697166,3827.2,740.0,9,0,59.84647023843595,179.98811444154086,-185.0,0
10003,22,12,1259,712.7,954.4,492491.7,5263930.0,491577.75,5264796.28,0.4228763,3827.2,740.0,9,0,46.281760460805195,139.19228260558967,-241.69999999999993,0
10003,22,14,1259,712.7,954.4,492491.7,5263930.0,491577.75,5264796.28,0.4289394,3827.2,740.0,9,0,46.281760460805195,139.19228260558967,-241.69999999999993,0
10003,22,13,1259,712.7,954.4,492491.7,5263930.0,491577.75,5264796.28,0.7568811,3827.2,740.0,9,0,46.281760460805195,139.19228260558967,-241.69999999999993,0
10003,32,12,786,820.1,954.4,492491.7,5263930.0,492141.84,5264633.57,0.17593145,3827.2,740.0,9,0,28.893934648286642,86.8984385448717,-134.29999999999995,0
10003,32,14,786,820.1,954.4,492491.7,5263930.0,492141.84,5264633.57,0.33895105,3827.2,740.0,9,0,28.893934648286642,86.8984385448717,-134.29999999999995,0
10003,32,13,786,820.1,954.4,492491.7,5263930.0,492141.84,5264633.57,0.27156895,3827.2,740.0,9,0,28.893934648286642,86.8984385448717,-134.29999999999995,0
10003,36,12,480,997.3000000000001,954.4,492491.7,5263930.0,492912.49,5264160.0,1.7268982,3827.2,740.0,9,0,17.645150930251386,53.06774872969264,42.90000000000009,1
10003,36,14,480,997.3000000000001,954.4,492491.7,5263930.0,492912.49,5264160.0,1.6349239,3827.2,740.0,9,0,17.645150930251386,53.06774872969264,42.90000000000009,1
10003,36,13,480,997.3000000000001,954.4,492491.7,5263930.0,492912.49,5264160.0,1.7433863,3827.2,740.0,9,0,17.645150930251386,53.06774872969264,42.90000000000009,1
10003,13,12,202,873.8000000000001,954.4,492491.7,5263930.0,492301.06,5263864.62,4.123683,3827.2,740.0,9,0,7.4256676831474575,22.33267759041232,-80.59999999999991,1
10003,13,14,202,873.8000000000001,954.4,492491.7,5263930.0,492301.06,5263864.62,3.0582438,3827.2,740.0,9,0,7.4256676831474575,22.33267759041232,-80.59999999999991,1
10003,13,13,202,873.8000000000001,954.4,492491.7,5263930.0,492301.06,5263864.62,4.632761,3827.2,740.0,9,0,7.4256676831474575,22.33267759041232,-80.59999999999991,1
10003,38,12,1665,702.2,954.4,492491.7,5263930.0,491488.79000000004,5265259.41,0.14324671,3827.2,740.0,9,0,61.20661728930949,184.07875340612134,-252.19999999999993,0
10003,38,14,1665,702.2,954.4,492491.7,5263930.0,491488.79000000004,5265259.41,0.119234145,3827.2,740.0,9,0,61.20661728930949,184.07875340612134,-252.19999999999993,0
10003,38,13,1665,702.2,954.4,492491.7,5263930.0,491488.79000000004,5265259.41,0.08218551,3827.2,740.0,9,0,61.20661728930949,184.07875340612134,-252.19999999999993,0
10003,43,12,650,932.5,954.4,492491.7,5263930.0,492650.3,5264560.0,0.55629176,3827.2,740.0,9,0,23.89447521804875,71.86257640479212,-21.899999999999977,0
10003,43,14,650,932.5,954.4,492491.7,5263930.0,492650.3,5264560.0,0.725199,3827.2,740.0,9,0,23.89447521804875,71.86257640479212,-21.899999999999977,0
10003,43,13,650,932.5,954.4,492491.7,5263930.0,492650.3,5264560.0,0.7530882,3827.2,740.0,9,0,23.89447521804875,71.86257640479212,-21.899999999999977,0
10003,74,12,1599,756.9,954.4,492491.7,5263930.0,492622.24,5265523.71,0.1622386,3827.2,740.0,9,0,58.780409036399924,176.7819379557886,-197.5,0
10003,74,14,1599,756.9,954.4,492491.7,5263930.0,492622.24,5265523.71,0.16537803,3827.2,740.0,9,0,58.780409036399924,176.7819379557886,-197.5,0
10003,74,13,1599,756.9,954.4,492491.7,5263930.0,492622.24,5265523.71,0.21674198,3827.2,740.0,9,0,58.780409036399924,176.7819379557886,-197.5,0
10003,45,12,1918,709.1,954.4,492491.7,5263930.0,491396.36,5265505.05,0.11241633,3827.2,740.0,9,0,70.50708225879616,212.04987929906352,-245.29999999999995,0
10003,45,14,1918,709.1,954.4,492491.7,5263930.0,491396.36,5265505.05,0.100040376,3827.2,740.0,9,0,70.50708225879616,212.04987929906352,-245.29999999999995,0
10003,45,13,1918,709.1,954.4,492491.7,5263930.0,491396.36,5265505.05,0.116861284,3827.2,740.0,9,0,70.50708225879616,212.04987929906352,-245.29999999999995,0
10003,34,12,461,894.6,954.4,492491.7,5263930.0,492586.55,5264381.04,1.1124287,3827.2,740.0,9,0,16.94669703926227,50.96715034247564,-59.799999999999955,1
10003,34,14,461,894.6,954.4,492491.7,5263930.0,492586.55,5264381.04,1.4398499,3827.2,740.0,9,0,16.94669703926227,50.96715034247564,-59.799999999999955,1
10003,34,13,461,894.6,954.4,492491.7,5263930.0,492586.55,5264381.04,1.4469414,3827.2,740.0,9,0,16.94669703926227,50.96715034247564,-59.799999999999955,1
10003,69,12,2036,773.4,954.4,492491.7,5263930.0,491873.06,5265869.34,0.06348109,3827.2,740.0,9,0,74.84484852914963,225.09570086177962,-181.0,0
10003,69,14,2036,773.4,954.4,492491.7,5263930.0,491873.06,5265869.34,0.10207766,3827.2,740.0,9,0,74.84484852914963,225.09570086177962,-181.0,0
10003,69,13,2036,773.4,954.4,492491.7,5263930.0,491873.06,5265869.34,0.07522881,3827.2,740.0,9,0,74.84484852914963,225.09570086177962,-181.0,0
10003,46,12,1614,712.3000000000001,954.4,492491.7,5263930.0,491631.68,5265296.32,0.05868121,3827.2,740.0,9,0,59.33182000297028,178.4403051035915,-242.0999999999999,0
10003,46,14,1614,712.3000000000001,954.4,492491.7,5263930.0,491631.68,5265296.32,0.045763575,3827.2,740.0,9,0,59.33182000297028,178.4403051035915,-242.0999999999999,0
10003,46,13,1614,712.3000000000001,954.4,492491.7,5263930.0,491631.68,5265296.32,0.064983666,3827.2,740.0,9,0,59.33182000297028,178.4403051035915,-242.0999999999999,0
10003,27,12,322,804.9,954.4,492491.7,5263930.0,492385.25,5264233.49,1.2755966,3827.2,740.0,9,0,11.836955415710305,35.59961477283548,-149.5,1
10003,27,14,322,804.9,954.4,492491.7,5263930.0,492385.25,5264233.49,1.4612684,3827.2,740.0,9,0,11.836955415710305,35.59961477283548,-149.5,1
10003,27,13,322,804.9,954.4,492491.7,5263930.0,492385.25,5264233.49,0.7893932,3827.2,740.0,9,0,11.836955415710305,35.59961477283548,-149.5,0
10003,10,12,805,774.4,954.4,492491.7,5263930.0,491717.12,5264150.0,0.5969309,3827.2,740.0,9,0,29.59238853927576,88.9990369320887,-180.0,0
10003,10,14,805,774.4,954.4,492491.7,5263930.0,491717.12,5264150.0,0.6077869,3827.2,740.0,9,0,29.59238853927576,88.9990369320887,-180.0,0
10003,10,13,805,774.4,954.4,492491.7,5263930.0,491717.12,5264150.0,1.2836676,3827.2,740.0,9,0,29.59238853927576,88.9990369320887,-180.0,1
10003,42,12,740,868.2,954.4,492491.7,5263930.0,492499.99,5264670.0,0.22748101,3827.2,740.0,9,0,27.202941017470884,81.81277929160949,-86.19999999999993,0
10003,42,14,740,868.2,954.4,492491.7,5263930.0,492499.99,5264670.0,0.50223565,3827.2,740.0,9,0,27.202941017470884,81.81277929160949,-86.19999999999993,0
10003,42,13,740,868.2,954.4,492491.7,5263930.0,492499.99,5264670.0,0.24087387,3827.2,740.0,9,0,27.202941017470884,81.81277929160949,-86.19999999999993,0
10003,19,12,458,721.4,954.4,492491.7,5263930.0,492085.10000000003,5264139.75,0.66218793,3827.2,740.0,9,0,16.836414845948198,50.63547691291506,-233.0,0
10003,19,14,458,721.4,954.4,492491.7,5263930.0,492085.10000000003,5264139.75,0.75321585,3827.2,740.0,9,0,16.836414845948198,50.63547691291506,-233.0,0
10003,19,13,458,721.4,954.4,492491.7,5263930.0,492085.10000000003,5264139.75,0.67444927,3827.2,740.0,9,0,16.836414845948198,50.63547691291506,-233.0,0
10003,3,12,1080,737.3000000000001,954.4,492491.7,5263930.0,491424.85000000003,5264097.12,0.3461982,3827.2,740.0,9,0,39.70158959306562,119.40243464180844,-217.0999999999999,0
10003,3,14,1080,737.3000000000001,954.4,492491.7,5263930.0,491424.85000000003,5264097.12,0.55049264,3827.2,740.0,9,0,39.70158959306562,119.40243464180844,-217.0999999999999,0
10003,3,13,1080,737.3000000000001,954.4,492491.7,5263930.0,491424.85000000003,5264097.12,0.4595276,3827.2,740.0,9,0,39.70158959306562,119.40243464180844,-217.0999999999999,0
10003,50,12,828,924.9,954.4,492491.7,5263930.0,492703.5,5264730.0,0.6951618,3827.2,740.0,9,0,30.43788535468364,91.5418665587198,-29.5,0
10003,50,14,828,924.9,954.4,492491.7,5263930.0,492703.5,5264730.0,0.8984699,3827.2,740.0,9,0,30.43788535468364,91.5418665587198,-29.5,0
10003,50,13,828,924.9,954.4,492491.7,5263930.0,492703.5,5264730.0,0.81695426,3827.2,740.0,9,0,30.43788535468364,91.5418665587198,-29.5,0
10003,31,12,905,797.2,954.4,492491.7,5263930.0,492008.48,5264694.88,0.30042702,3827.2,740.0,9,0,33.2684616497448,100.05481791744133,-157.19999999999993,0
10003,31,14,905,797.2,954.4,492491.7,5263930.0,492008.48,5264694.88,0.6918972,3827.2,740.0,9,0,33.2684616497448,100.05481791744133,-157.19999999999993,0
10003,31,13,905,797.2,954.4,492491.7,5263930.0,492008.48,5264694.88,0.47676343,3827.2,740.0,9,0,33.2684616497448,100.05481791744133,-157.19999999999993,0
10003,41,12,889,844.5,954.4,492491.7,5263930.0,492264.8,5264790.0,0.37316787,3827.2,740.0,9,0,32.68028995206976,98.28589295978492,-109.89999999999998,0
10003,41,14,889,844.5,954.4,492491.7,5263930.0,492264.8,5264790.0,0.4386773,3827.2,740.0,9,0,32.68028995206976,98.28589295978492,-109.89999999999998,0
10003,41,13,889,844.5,954.4,492491.7,5263930.0,492264.8,5264790.0,0.53085554,3827.2,740.0,9,0,32.68028995206976,98.28589295978492,-109.89999999999998,0
10003,16,12,982,738.6,954.4,492491.7,5263930.0,491645.86,5264429.66,0.34022325,3827.2,740.0,9,0,36.09903794480596,108.56776927616286,-215.79999999999995,0
10003,16,14,982,738.6,954.4,492491.7,5263930.0,491645.86,5264429.66,0.7774769,3827.2,740.0,9,0,36.09903794480596,108.56776927616286,-215.79999999999995,0
10003,16,13,982,738.6,954.4,492491.7,5263930.0,491645.86,5264429.66,1.1312685,3827.2,740.0,9,0,36.09903794480596,108.56776927616286,-215.79999999999995,1
10003,54,12,1779,728.0,954.4,492491.7,5263930.0,491700.86,5265523.83,0.1573776,3827.2,740.0,9,0,65.39734063524419,196.68234372942334,-226.39999999999998,0
10003,54,14,1779,728.0,954.4,492491.7,5263930.0,491700.86,5265523.83,0.17344284,3827.2,740.0,9,0,65.39734063524419,196.68234372942334,-226.39999999999998,0
10003,54,13,1779,728.0,954.4,492491.7,5263930.0,491700.86,5265523.83,0.14783108,3827.2,740.0,9,0,65.39734063524419,196.68234372942334,-226.39999999999998,0
10003,76,12,1475,761.3000000000001,954.4,492491.7,5263930.0,493022.85000000003,5265306.28,0.18299836,3827.2,740.0,9,0,54.22207837941832,163.07276953395134,-193.0999999999999,0
10003,76,14,1475,761.3000000000001,954.4,492491.7,5263930.0,493022.85000000003,5265306.28,0.20482236,3827.2,740.0,9,0,54.22207837941832,163.07276953395134,-193.0999999999999,0
10003,76,13,1475,761.3000000000001,954.4,492491.7,5263930.0,493022.85000000003,5265306.28,0.2942158,3827.2,740.0,9,0,54.22207837941832,163.07276953395134,-193.0999999999999,0
10003,65,12,1368,740.6,954.4,492491.7,5263930.0,492493.5,5265297.71,0.15848482,3827.2,740.0,9,0,50.28868015121645,151.24308387962404,-213.79999999999995,0
10003,65,14,1368,740.6,954.4,492491.7,5263930.0,492493.5,5265297.71,0.14511067,3827.2,740.0,9,0,50.28868015121645,151.24308387962404,-213.79999999999995,0
10003,65,13,1368,740.6,954.4,492491.7,5263930.0,492493.5,5265297.71,0.15629137,3827.2,740.0,9,0,50.28868015121645,151.24308387962404,-213.79999999999995,0
10003,11,12,570,840.8000000000001,954.4,492491.7,5263930.0,491923.88,5263980.0,0.6414297,3827.2,740.0,9,0,20.95361672967352,63.01795161651001,-113.59999999999991,0
10003,11,14,570,840.8000000000001,954.4,492491.7,5263930.0,491923.88,5263980.0,0.6172777,3827.2,740.0,9,0,20.95361672967352,63.01795161651001,-113.59999999999991,0
10003,11,13,570,840.8000000000001,954.4,492491.7,5263930.0,491923.88,5263980.0,0.698929,3827.2,740.0,9,0,20.95361672967352,63.01795161651001,-113.59999999999991,0
10003,64,12,1523,761.3000000000001,954.4,492491.7,5263930.0,492308.26,5265441.43,0.18979186,3827.2,740.0,9,0,55.98659347244346,168.37954440692062,-193.0999999999999,0
10003,64,14,1523,761.3000000000001,954.4,492491.7,5263930.0,492308.26,5265441.43,0.29799134,3827.2,740.0,9,0,55.98659347244346,168.37954440692062,-193.0999999999999,0
10003,64,13,1523,761.3000000000001,954.4,492491.7,5263930.0,492308.26,5265441.43,0.29324996,3827.2,740.0,9,0,55.98659347244346,168.37954440692062,-193.0999999999999,0
10003,52,12,928,1030.6,954.4,492491.7,5263930.0,493087.38,5264641.38,0.36967063,3827.2,740.0,9,0,34.11395846515268,102.59764754407244,76.19999999999993,0
